OperonID	GI	Synonym	Start	End	Strand	Length	COG_number	Product
3577497	385778450	Clo1313_1100	1314944	1315342	+	132	-	regulatory protein ArsR
3577498	385778453	Clo1313_1103	1317068	1317922	+	284	-	permease
3577499	385778454	Clo1313_1104	1318796	1319948	+	384	-	transposase IS3/IS911 family protein
3577500	385778455	Clo1313_1105	1320170	1320385	+	71	-	hypothetical protein
3577501	385778458	Clo1313_1108	1324604	1325818	+	404	-	Type II secretion system F domain
3577502	385778459	Clo1313_1109	1325973	1326479	+	168	-	hypothetical protein
3577503	385778468	Clo1313_1118	1334860	1337286	+	808	-	cell division protein FtsK
3577504	385778469	Clo1313_1119	1337378	1339297	+	639	-	radical SAM protein
3577505	385778470	Clo1313_1120	1339406	1340263	+	285	-	methylenetetrahydrofolate dehydrogenase
3577506	385778471	Clo1313_1121	1340358	1341035	+	225	-	hypothetical protein
3577507	385778472	Clo1313_1122	1341153	1342727	+	524	-	metal dependent phosphohydrolase
3577508	385778473	Clo1313_1123	1342852	1343634	+	260	-	metallophosphoesterase
3577509	385778474	Clo1313_1124	1343800	1344066	+	88	-	Stage V sporulation protein S
3577510	385778475	Clo1313_1125	1344338	1345078	+	246	-	hypothetical protein
3577511	385778476	Clo1313_1126	1345147	1345410	+	87	-	hypothetical protein
3577512	385778477	Clo1313_1127	1345488	1346474	-	328	-	NAD-dependent epimerase/dehydratase
3577513	385778481	Clo1313_1131	1350062	1350319	-	85	-	transcription initiation factor IIE subunit alpha family protein
3577514	385778482	Clo1313_1132	1350483	1350950	-	155	-	hypothetical protein
3577515	385778483	Clo1313_1133	1351160	1351483	-	107	-	hypothetical protein
3577516	385778484	Clo1313_1134	1351854	1354316	+	820	-	nucleotidyltransferase
3577517	385778485	Clo1313_1135	1354376	1354693	-	105	-	hypothetical protein
3577518	385778486	Clo1313_1136	1354830	1355459	-	209	-	hypothetical protein
3577519	385778489	Clo1313_1139	1357336	1358298	+	320	-	delta-lactam-biosynthetic de-N-acetylase
3577520	385778494	Clo1313_1144	1363271	1363759	+	162	-	hypothetical protein
3577521	385778499	Clo1313_1149	1366914	1367576	+	220	-	type IV pilus assembly PilZ
3577522	385778504	Clo1313_1154	1372581	1373564	+	327	-	AIR synthase domain-containing protein
3577523	385778505	Clo1313_1155	1373997	1375235	+	412	-	glycine hydroxymethyltransferase
3577524	385778506	Clo1313_1156	1375371	1375565	+	64	-	phage shock protein C, PspC
3577525	385778510	Clo1313_1160	1380680	1381633	-	317	-	L-lactate dehydrogenase
3577526	385778516	Clo1313_1166	1388733	1389278	+	181	-	hypothetical protein
3577527	385778517	Clo1313_1167	1389564	1390904	+	446	-	extracellular solute-binding protein
3577528	385778518	Clo1313_1168	1391267	1391593	-	108	-	hypothetical protein
3577529	385778519	Clo1313_1169	1391785	1392114	-	109	-	hypothetical protein
3577530	385778520	Clo1313_1170	1392176	1392418	-	80	-	hypothetical protein
3577531	385778521	Clo1313_1171	1392974	1393513	+	179	-	hypothetical protein
3577532	385778522	Clo1313_1172	1393660	1395060	+	466	-	UDP-N-acetylmuramoylalanine--D-glutamate ligase
3577533	385778523	Clo1313_1173	1395666	1396676	+	336	-	DNA polymerase III subunit delta
3577534	385778524	Clo1313_1174	1396762	1397031	-	89	-	30S ribosomal protein S20
3577535	385778525	Clo1313_1175	1397266	1398255	+	329	-	spore protease
3577536	385778526	Clo1313_1176	1398483	1399331	+	282	-	cell wall hydrolase/autolysin
3577537	385778527	Clo1313_1177	1399567	1400262	+	231	-	hypothetical protein
3577538	385778528	Clo1313_1178	1400369	1402360	+	663	-	NAD-dependent DNA ligase
3577539	385778535	Clo1313_1185	1407737	1408813	+	358	-	phosphate acetyltransferase
3577540	385778536	Clo1313_1186	1408931	1410130	+	399	-	acetate kinase
3577541	385778537	Clo1313_1187	1410372	1410875	+	167	-	hypothetical protein
3577542	385778538	Clo1313_1188	1410978	1411178	+	66	-	50S ribosomal protein L32
3577543	385778543	Clo1313_1193	1416014	1417492	+	492	-	stage IV sporulation protein A
3577544	385778544	Clo1313_1194	1418175	1419554	+	459	-	extracellular solute-binding protein
3577545	385778547	Clo1313_1197	1421837	1422133	+	98	-	hypothetical protein
3577546	385778548	Clo1313_1198	1422290	1423348	+	352	-	cell wall hydrolase/autolysin
3577547	385778549	Clo1313_1199	1423723	1424145	+	140	-	hypothetical protein
3577548	385778550	Clo1313_1200	1424199	1424411	-	70	-	hypothetical protein
3577549	385778551	Clo1313_1201	1424641	1427022	+	793	-	MutS2 family protein
3577550	385778552	Clo1313_1202	1427352	1428434	+	360	-	sporulation integral membrane protein YtvI
3577551	385778557	Clo1313_1207	1433298	1434419	-	373	-	aminodeoxychorismate lyase
3577552	385778558	Clo1313_1208	1434580	1436424	-	614	-	GTP-binding protein TypA
3577553	385778559	Clo1313_1209	1436718	1437476	+	252	-	30S ribosomal protein S2
3577554	385778560	Clo1313_1210	1437672	1438319	+	215	-	translation elongation factor Ts
3577555	385778567	Clo1313_1217	1443020	1444294	+	424	-	membrane-associated zinc metalloprotease
3577556	385778571	Clo1313_1221	1450281	1450745	+	154	-	hypothetical protein
3577557	385778580	Clo1313_1230	1459224	1459391	-	55	-	hypothetical protein
3577558	385778584	Clo1313_1234	1463337	1463489	+	50	-	hypothetical protein
3577559	385778585	Clo1313_1235	1463699	1464829	+	376	-	rod shape-determining protein RodA
3577560	385778588	Clo1313_1238	1466939	1467427	+	162	-	cell division protein FtsL
3577561	385778595	Clo1313_1245	1476355	1476729	+	124	-	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
3577562	385778596	Clo1313_1246	1476970	1477578	+	202	-	hypothetical protein
3577563	385778597	Clo1313_1248	1478127	1479350	-	407	-	transposase mutator type
3577564	385778598	Clo1313_1249	1479986	1482106	+	706	-	UvrD/REP helicase
3577565	385778599	Clo1313_1250	1483008	1483442	-	144	-	copper amine oxidase-like domain-containing protein
3577566	385778600	Clo1313_1251	1483683	1484213	+	176	-	ATP:corrinoid adenosyltransferase BtuR/CobO/CobP
3577567	385778604	Clo1313_1255	1486597	1487595	-	332	-	aspartate-semialdehyde dehydrogenase
3577568	385778605	Clo1313_1256	1488333	1490045	+	570	-	SpoIID/LytB domain-containing protein
3577569	385778608	Clo1313_1259	1492585	1492884	+	99	-	preprotein translocase subunit YajC
3577570	385778609	Clo1313_1260	1492930	1493403	-	157	-	hypothetical protein
3577571	385778610	Clo1313_1261	1493694	1494104	+	136	-	hypothetical protein
3577572	385778620	Clo1313_1271	1504749	1505450	+	233	-	phosphoglycerate mutase
3577573	385778626	Clo1313_1277	1510652	1511092	+	146	-	hypothetical protein
3577574	385778627	Clo1313_1278	1511183	1511683	+	166	-	hypothetical protein
3577575	385778633	Clo1313_1284	1516792	1517016	+	74	-	acyl carrier protein
3577576	385778634	Clo1313_1285	1517166	1518401	+	411	-	3-oxoacyl-(acyl-carrier-protein) synthase 2
3577577	385778635	Clo1313_1286	1518553	1519263	+	236	-	ribonuclease III
3577578	385778636	Clo1313_1287	1519484	1520500	+	338	-	radical SAM protein
3577579	385778637	Clo1313_1288	1520659	1520919	+	86	-	Stage V sporulation protein S
3577580	385778638	Clo1313_1289	1521095	1522117	+	340	-	4-hydroxythreonine-4-phosphate dehydrogenase
3577581	385778642	Clo1313_1293	1527641	1528354	+	237	-	hypothetical protein
3577582	385778643	Clo1313_1294	1528490	1529263	+	257	-	hypothetical protein
3577583	385778644	Clo1313_1295	1529474	1530463	+	329	-	diaminopimelate dehydrogenase
3577584	385778645	Clo1313_1296	1530607	1530780	-	57	-	hypothetical protein
3577585	385778646	Clo1313_1297	1531910	1532929	+	339	-	fibronectin type III domain-containing protein
3577586	385778647	Clo1313_1298	1533161	1534313	-	384	-	transposase IS3/IS911 family protein
3577587	385778650	Clo1313_1301	1542072	1543814	+	580	-	glutaminyl-tRNA synthetase
3577588	385778651	Clo1313_1302	1543937	1544821	-	294	-	hypothetical protein
3577589	385778654	Clo1313_1305	1549153	1552386	+	1077	-	glycoside hydrolase
3577590	385778659	Clo1313_1310	1555978	1556889	+	303	-	RluA family pseudouridine synthase
3577591	385778660	Clo1313_1311	1556987	1557127	+	46	-	hypothetical protein
3577592	385778668	Clo1313_1319	1564334	1564606	-	90	-	hypothetical protein
3577593	385778669	Clo1313_1320	1564983	1566020	+	345	-	metal dependent phosphohydrolase
3577594	385778670	Clo1313_1321	1566167	1567162	+	331	-	deoxyguanosinetriphosphate triphosphohydrolase
3577595	385778674	Clo1313_1325	1570736	1570954	+	72	-	hypothetical protein
3577596	385778675	Clo1313_1326	1571302	1571472	-	56	-	hypothetical protein
3577597	385778678	Clo1313_1329	1573919	1574362	-	147	-	response regulator receiver protein
3577598	385778681	Clo1313_1332	1576342	1577040	+	232	-	type IV pilus assembly PilZ
3577599	385778682	Clo1313_1333	1577265	1577477	+	70	-	hypothetical protein
3577600	385778683	Clo1313_1334	1577578	1580262	+	894	-	DNA polymerase I
3577601	385778686	Clo1313_1337	1581643	1582062	-	139	-	regulatory protein MerR
3577602	385778687	Clo1313_1338	1582313	1583203	+	296	-	hypothetical protein
3577603	385778688	Clo1313_1339	1583301	1584431	+	376	-	diguanylate cyclase
3577604	385778689	Clo1313_1340	1584613	1585629	-	338	-	phospho-2-dehydro-3-deoxyheptonate aldolase
3577605	385778690	Clo1313_1341	1586624	1587202	+	192	-	CheW protein
3577606	385778691	Clo1313_1342	1587330	1588424	-	364	-	GTP-binding protein YchF
3577607	385778692	Clo1313_1343	1588573	1589865	-	430	-	glycosyl transferase family protein
3577608	385778706	Clo1313_1357	1600250	1602367	-	705	-	glutamine synthetase
3577609	385778707	Clo1313_1358	1602599	1602919	-	106	-	hypothetical protein
3577610	385778708	Clo1313_1359	1603094	1604230	-	378	-	cell envelope-related transcriptional attenuator
3577611	385778709	Clo1313_1360	1604513	1605232	+	239	-	rubrerythrin
3577612	385778712	Clo1313_1363	1606941	1607432	-	163	-	hypothetical protein
3577613	385778713	Clo1313_1364	1607722	1608792	-	356	-	branched-chain amino acid aminotransferase
3577614	385778718	Clo1313_1369	1613430	1613696	+	88	-	late competence development protein ComFB
3577615	385778722	Clo1313_1373	1616483	1617040	+	185	-	translation elongation factor P
3577616	385778723	Clo1313_1374	1617172	1617582	+	136	-	hypothetical protein
3577617	385778724	Clo1313_1375	1617784	1618260	+	158	-	transposase IS200-family protein
3577618	385778732	Clo1313_1383	1623469	1624116	+	215	-	hypothetical protein
3577619	385778733	Clo1313_1384	1624217	1624621	+	134	-	hypothetical protein
3577620	385778745	Clo1313_1396	1634731	1636680	+	649	-	glycoside hydrolase
3577621	385778746	Clo1313_1397	1636806	1638581	-	591	-	copper amine oxidase-like domain-containing protein
3577622	385778747	Clo1313_1398	1639122	1640798	+	558	-	coagulation factor 5/8 type domain-containing protein
3577623	385778752	Clo1313_1404	1645783	1651263	-	1826	-	diguanylate cyclase with TPR repeats
3577624	385778756	Clo1313_1408	1654958	1656298	+	446	-	stage IV sporulation protein B
3577625	385778757	Clo1313_1409	1656662	1657471	+	269	-	sporulation transcriptional activator Spo0A
3577626	385778765	Clo1313_1417	1666119	1666691	-	190	-	regulatory protein MerR
3577627	385778766	Clo1313_1418	1666899	1667855	-	318	-	RluA family pseudouridine synthase
3577628	385778769	Clo1313_1421	1668833	1670056	+	407	-	transposase mutator type
3577629	385778772	Clo1313_1424	1672466	1674052	+	528	-	G-D-S-L family lipolytic protein
3577630	385778773	Clo1313_1425	1674402	1676846	+	814	-	glycoside hydrolase
3577631	385778774	Clo1313_1426	1677092	1678819	+	575	-	alpha amylase
3577632	385778784	Clo1313_1436	1689003	1689305	-	100	-	hypothetical protein
3577633	385778787	Clo1313_1439	1692525	1693697	+	390	-	hypothetical protein
3577634	385778788	Clo1313_1440	1693865	1695988	+	707	-	methyl-accepting chemotaxis sensory transducer
3577635	385778789	Clo1313_1441	1696155	1696643	+	162	-	N-acetyltransferase GCN5
3577636	385778790	Clo1313_1442	1696706	1697389	+	227	-	HAD-superfamily hydrolase
3577637	385778791	Clo1313_1443	1697495	1698847	+	450	-	copper amine oxidase-like domain-containing protein
3577638	385778796	Clo1313_1448	1705430	1705678	+	82	-	RNA chaperone Hfq
3577639	385778797	Clo1313_1449	1705807	1706448	-	213	-	LexA family transcriptional repressor
3577640	385778798	Clo1313_1450	1706648	1706935	+	95	-	Peptidoglycan-binding lysin domain
3577641	385778805	Clo1313_1457	1711008	1711352	+	114	-	50S ribosomal protein L19
3577642	385778813	Clo1313_1465	1717112	1717786	+	224	-	DNA repair protein RadC
3577643	385778814	Clo1313_1466	1717960	1718895	+	311	-	membrane dipeptidase
3577644	385778815	Clo1313_1467	1719620	1720807	+	395	-	class I and II aminotransferase
3577645	385778816	Clo1313_1468	1721178	1722011	+	277	-	hypothetical protein
3577646	385778817	Clo1313_1469	1722404	1722979	+	191	-	hypothetical protein
3577647	385778818	Clo1313_1470	1723073	1723297	+	74	-	hypothetical protein
3577648	385778824	Clo1313_1476	1728288	1728896	+	202	-	Peptidase S7 flavivirus helicase (NS3)
3577649	385778825	Clo1313_1477	1729051	1731243	-	730	-	glycoside hydrolase
3577650	385778826	Clo1313_1478	1731550	1734402	+	950	-	copper amine oxidase-like domain-containing protein
3577651	385778827	Clo1313_1479	1734561	1736015	+	484	-	MATE efflux family protein
3577652	385778828	Clo1313_1480	1736196	1736606	+	136	-	hypothetical protein
3577653	385778829	Clo1313_1481	1736826	1738253	+	475	-	adenylosuccinate lyase
3577654	385778830	Clo1313_1482	1738472	1739209	+	245	-	GntR family transcriptional regulator
3577655	385778831	Clo1313_1483	1739224	1740948	-	574	-	pyrrolo-quinoline quinone
3577656	385778832	Clo1313_1484	1741149	1741361	+	70	-	copper ion binding protein
3577657	385778833	Clo1313_1485	1741616	1741741	-	41	-	hypothetical protein
3577658	385778834	Clo1313_1486	1742020	1742649	+	209	-	4'-phosphopantetheinyl transferase
3577659	385778835	Clo1313_1487	1743451	1747368	+	1305	-	cellulosome anchoring protein cohesin subunit
3577660	385778836	Clo1313_1488	1747548	1748354	+	268	-	cellulosome anchoring protein cohesin subunit
3577661	385778837	Clo1313_1489	1748476	1749597	+	373	-	peptidase M23
3577662	385778838	Clo1313_1490	1750245	1750901	+	218	-	type IV pilus assembly PilZ
3577663	385778839	Clo1313_1491	1750995	1752179	-	394	-	chorismate synthase
3577664	385778840	Clo1313_1492	1752241	1752753	-	170	-	shikimate kinase
3577665	385778841	Clo1313_1493	1752898	1753581	-	227	-	hypothetical protein
3577666	385778842	Clo1313_1494	1753788	1755401	-	537	-	Dockerin type 1
3577667	385778843	Clo1313_1495	1755676	1756668	+	330	-	integrase family protein
3577668	385778844	Clo1313_1496	1756837	1757763	+	308	-	cell envelope-related transcriptional attenuator
3577669	385778845	Clo1313_1497	1757829	1759265	-	478	-	peptidase M18 aminopeptidase I
3577670	385778846	Clo1313_1498	1759444	1760940	-	498	-	response regulator receiver modulated metal dependent phosphohydrolase
3577671	385778847	Clo1313_1499	1761317	1762114	+	265	-	HisJ family histidinol phosphate phosphatase
3577672	385778848	Clo1313_1500	1762313	1763539	-	408	-	tyrosyl-tRNA synthetase
3577673	385778852	Clo1313_1504	1766828	1767259	-	143	-	AsnC family transcriptional regulator
3577674	385778853	Clo1313_1505	1767409	1767696	-	95	-	hypothetical protein
3577675	385778854	Clo1313_1506	1767788	1767943	-	51	-	hypothetical protein
3577676	385778855	Clo1313_1507	1767990	1768772	-	260	-	chemotaxis protein CheR
3577677	385778856	Clo1313_1508	1768876	1769286	-	136	-	nucleoside-diphosphate kinase
3577678	385778857	Clo1313_1509	1769503	1769877	-	124	-	S-adenosylmethionine decarboxylase
3577679	385778862	Clo1313_1514	1774107	1774541	-	144	-	hypothetical protein
3577680	385778863	Clo1313_1515	1774679	1775179	-	166	-	hypothetical protein
3577681	385778868	Clo1313_1520	1778442	1779089	+	215	-	hypothetical protein
3577682	385778869	Clo1313_1521	1779150	1779392	-	80	-	hypothetical protein
3577683	385778870	Clo1313_1522	1779510	1780037	-	175	-	hypothetical protein
3577684	385778871	Clo1313_1523	1780291	1781688	-	465	-	carboxylase
3577685	385778875	Clo1313_1527	1784366	1785100	+	244	-	type IV pilus assembly PilZ
3577686	385778879	Clo1313_1531	1787715	1788434	-	239	-	pseudouridine synthase
3577687	385778887	Clo1313_1539	1793785	1796418	-	877	-	hypothetical protein
3577688	385778888	Clo1313_1540	1796624	1797937	-	437	-	diaminopimelate decarboxylase
3577689	385778889	Clo1313_1541	1798184	1799161	+	325	-	hypothetical protein
3577690	385778890	Clo1313_1542	1799471	1800964	-	497	-	IMP dehydrogenase
3577691	385778891	Clo1313_1543	1801182	1801835	-	217	-	lysine exporter protein LysE/YggA
3577692	385778895	Clo1313_1547	1806007	1806891	-	294	-	tyrosine recombinase XerD
3577693	385778896	Clo1313_1548	1807248	1807877	-	209	-	stage II sporulation protein M
3577694	385778899	Clo1313_1551	1809242	1810057	-	271	-	pyrroline-5-carboxylate reductase
3577695	385778900	Clo1313_1552	1810746	1811225	+	159	-	hypothetical protein
3577696	385778908	Clo1313_1560	1818938	1819750	-	270	-	hypothetical protein
3577697	385778909	Clo1313_1561	1820161	1820730	+	189	-	hypothetical protein
3577698	385778910	Clo1313_1563	1821046	1822761	-	571	-	Ricin B lectin
3577699	385778911	Clo1313_1564	1822966	1825413	-	815	-	glycoside hydrolase
3577700	385778912	Clo1313_1565	1825631	1826119	+	162	-	hypothetical protein
3577701	385778913	Clo1313_1566	1826135	1826686	-	183	-	hypothetical protein
3577702	385778914	Clo1313_1567	1826899	1827498	+	199	-	hypothetical protein
3577703	385778915	Clo1313_1568	1827585	1827758	-	57	-	hypothetical protein
3577704	385778916	Clo1313_1569	1828014	1829120	-	368	-	type IV pilus assembly protein PilM
3577705	385778917	Clo1313_1570	1829427	1830572	-	381	-	cysteine desulfurase
3577706	385778918	Clo1313_1571	1830796	1832172	-	458	-	biotin and thiamin synthesis associated protein
3577707	385778919	Clo1313_1572	1832486	1832749	-	87	-	hypothetical protein
3577708	385778920	Clo1313_1573	1832877	1833113	-	78	-	4-oxalocrotonate tautomerase
3577709	385778924	Clo1313_1577	1834907	1835236	-	109	-	hypothetical protein
3577710	385778925	Clo1313_1578	1835747	1837387	+	546	-	glutamyl-tRNA synthetase
3577711	385778930	Clo1313_1583	1844072	1845145	-	357	-	membrane protein
3577712	385778933	Clo1313_1586	1845921	1846106	-	61	-	hypothetical protein
3577713	385778934	Clo1313_1587	1846372	1848120	-	582	-	Dockerin type 1
3577714	385778935	Clo1313_1588	1848339	1849541	+	400	-	glycoside hydrolase
3577715	385778936	Clo1313_1589	1849747	1854426	+	1559	-	FHA domain-containing protein
3577716	385778937	Clo1313_1590	1854563	1854865	+	100	-	hypothetical protein
3577717	385778938	Clo1313_1591	1855017	1855265	+	82	-	hypothetical protein
3577718	385778939	Clo1313_1592	1855401	1856231	+	276	-	protein serine/threonine phosphatase
3577719	385778940	Clo1313_1593	1856354	1858441	+	695	-	serine/threonine protein kinase
3577720	385778949	Clo1313_1602	1865095	1866507	-	470	-	hypothetical protein
3577721	385778950	Clo1313_1603	1866721	1868853	-	710	-	glycoside hydrolase
3577722	385778951	Clo1313_1604	1869417	1874222	-	1601	-	glycoside hydrolase
3577723	385778952	Clo1313_1605	1874903	1875541	-	212	-	TraR/DksA family transcriptional regulator
3577724	385778955	Clo1313_1608	1877767	1878159	-	130	-	DtxR family iron (metal) dependent repressor
3577725	385778964	Clo1313_1617	1887110	1888621	-	503	-	SSS sodium solute transporter superfamily protein
3577726	385778965	Clo1313_1618	1888778	1890403	-	541	-	RNA-metabolising metallo-beta-lactamase
3577727	385778966	Clo1313_1619	1890514	1891581	-	355	-	histidinol-phosphate aminotransferase
3577728	385778970	Clo1313_1623	1895151	1897451	-	766	-	DNA internalization-related competence protein ComEC/Rec2
3577729	385778980	Clo1313_1633	1905534	1906157	-	207	-	ribosome biogenesis GTP-binding protein YsxC
3577730	385778981	Clo1313_1634	1906230	1907297	-	355	-	hypothetical protein
3577731	385778982	Clo1313_1635	1907499	1907627	+	42	-	hypothetical protein
3577732	385778983	Clo1313_1636	1907872	1908072	+	66	-	hypothetical protein
3577733	385778984	Clo1313_1637	1908194	1909237	-	347	-	copper amine oxidase-like domain-containing protein
3577734	385778985	Clo1313_1638	1909515	1910177	-	220	-	type 11 methyltransferase
3577735	385778986	Clo1313_1642	1916708	1917163	-	151	-	hypothetical protein
3577736	385778989	Clo1313_1645	1919053	1921191	-	712	-	DEAD/DEAH box helicase
3577737	385778990	Clo1313_1647	1922530	1924374	-	614	-	hypothetical protein
3577738	385778991	Clo1313_1648	1924535	1925203	-	222	-	resolvase domain-containing protein
3577739	385778994	Clo1313_1651	1927600	1928752	+	384	-	transposase IS3/IS911 family protein
3577740	385778995	Clo1313_1652	1928941	1929762	-	273	-	hypothetical protein
3577741	385778996	Clo1313_1653	1933986	1934276	-	96	-	hypothetical protein
3577742	385779001	Clo1313_1658	1940678	1941199	-	173	-	nitroreductase
3577743	385779002	Clo1313_1659	1941753	1943963	+	736	-	glycoside hydrolase
3577744	385779015	Clo1313_1672	1957624	1958037	-	137	-	hypothetical protein
3577745	385779016	Clo1313_1673	1958123	1959079	-	318	-	polyprenyl synthetase
3577746	385779017	Clo1313_1674	1959108	1959620	-	170	-	heptaprenyl diphosphate synthase component I
3577747	385779020	Clo1313_1677	1961527	1963302	+	591	-	FAD-dependent pyridine nucleotide-disulfide oxidoreductase
3577748	385779021	Clo1313_1678	1963422	1964138	-	238	-	ssDNA-binding protein
3577749	385779024	Clo1313_1681	1966330	1968171	+	613	-	asparagine synthase
3577750	385779025	Clo1313_1682	1968234	1969475	-	413	-	PpiC-type peptidyl-prolyl cis-trans isomerase
3577751	385779026	Clo1313_1683	1969758	1973528	-	1256	-	phosphoribosylformylglycinamidine synthase
3577752	385779027	Clo1313_1684	1973648	1974547	+	299	-	LysR family transcriptional regulator
3577753	385779030	Clo1313_1687	1977105	1979009	-	634	-	Heat shock protein Hsp90-like protein
3577754	385779034	Clo1313_1691	1981969	1982388	-	139	-	ferric uptake regulator family protein
3577755	385779035	Clo1313_1692	1982431	1982859	-	142	-	peptidase A24A prepilin type IV
3577756	385779036	Clo1313_1693	1982965	1983840	-	291	-	protein serine/threonine phosphatase
3577757	385779037	Clo1313_1694	1984035	1986254	-	739	-	glycoside hydrolase
3577758	385779044	Clo1313_1701	1993998	1995689	-	563	-	glycoside hydrolase
3577759	385779045	Clo1313_1702	1995995	1996267	-	90	-	hypothetical protein
3577760	385779048	Clo1313_1705	2000441	2000932	-	163	-	haloacid dehalogenase domain-containing protein hydrolase
3577761	385779051	Clo1313_1708	2003508	2004293	-	261	-	Peptidoglycan-binding lysin domain
3577762	385779052	Clo1313_1709	2004519	2004914	-	131	-	hypothetical protein
3577763	385779053	Clo1313_1710	2005139	2005615	-	158	-	transposase IS200-family protein
3577764	385779054	Clo1313_1711	2006179	2007684	-	501	-	histidine kinase
3577765	385779057	Clo1313_1714	2009356	2009766	-	136	-	hypothetical protein
3577766	385779058	Clo1313_1715	2010022	2010669	+	215	-	Exonuclease RNase T and DNA polymerase III
3577767	385779061	Clo1313_1718	2014046	2015281	-	411	-	capsule synthesis protein CapA
3577768	385779062	Clo1313_1719	2015383	2015934	-	183	-	2'-5' RNA ligase
3577769	385779063	Clo1313_1720	2016086	2016952	-	288	-	hypothetical protein
3577770	385779084	Clo1313_1741	2034942	2035304	-	120	-	response regulator receiver protein
3577771	385779088	Clo1313_1745	2038230	2038442	-	70	-	flagellar FlbD family protein
3577772	385779089	Clo1313_1746	2038656	2039978	-	440	-	flagellar hook-basal body protein
3577773	385779104	Clo1313_1761	2054609	2055721	-	370	-	DNA protecting protein DprA
3577774	385779105	Clo1313_1762	2055901	2056656	-	251	-	exodeoxyribonuclease III Xth
3577775	385779109	Clo1313_1766	2059553	2059957	+	134	-	hypothetical protein
3577776	385779110	Clo1313_1767	2060023	2060463	-	146	-	hypothetical protein
3577777	385779111	Clo1313_1768	2060623	2061414	-	263	-	cellulosome anchoring protein cohesin subunit
3577778	385779114	Clo1313_1771	2064012	2064272	-	86	-	YlmC/YmxH family sporulation protein
3577779	385779115	Clo1313_1772	2064529	2065302	-	257	-	RNA polymerase sigma 28 subunit SigG
3577780	385779118	Clo1313_1775	2067379	2068473	-	364	-	cell division protein FtsZ
3577781	385779119	Clo1313_1776	2068799	2070040	-	413	-	cell division protein FtsA
3577782	385779124	Clo1313_1782	2075518	2076738	-	406	-	transposase mutator type
3577783	385779125	Clo1313_1783	2076922	2077308	-	128	-	Dockerin type 1
3577784	385779130	Clo1313_1788	2084110	2086479	-	789	-	glycoside hydrolase
3577785	385779131	Clo1313_1789	2087059	2087679	+	206	-	hypothetical protein
3577786	385779144	Clo1313_1802	2101343	2102602	-	419	-	peptidase M16 domain-containing protein
3577787	385779145	Clo1313_1803	2102734	2104836	-	700	-	polyribonucleotide nucleotidyltransferase
3577788	385779146	Clo1313_1804	2105072	2105335	-	87	-	30S ribosomal protein S15
3577789	385779149	Clo1313_1807	2106188	2106799	+	203	-	manganese containing catalase
3577790	385779150	Clo1313_1808	2106907	2110599	-	1230	-	glycoside hydrolase
3577791	385779151	Clo1313_1809	2111126	2113813	-	895	-	glycoside hydrolase
3577792	385779152	Clo1313_1810	2114739	2115773	+	344	-	hypothetical protein
3577793	385779155	Clo1313_1813	2117653	2120241	-	862	-	PAS/PAC sensor-containing diguanylate cyclase/phosphodiesterase
3577794	385779158	Clo1313_1816	2122632	2124212	-	526	-	glycoside hydrolase
3577795	385779161	Clo1313_1819	2126847	2129045	-	732	-	copper amine oxidase-like domain-containing protein
3577796	385779162	Clo1313_1820	2129302	2131569	-	755	-	methyl-accepting chemotaxis sensory transducer
3577797	385779165	Clo1313_1823	2134227	2134547	-	106	-	hypothetical protein
3577798	385779178	Clo1313_1838	2149473	2150186	-	237	-	ABC transporter
3577799	385779185	Clo1313_1846	2155697	2157232	-	511	-	GMP synthase large subunit
3577800	385779186	Clo1313_1847	2157432	2158766	-	444	-	Glu/Leu/Phe/Val dehydrogenase
3577801	385779189	Clo1313_1850	2161678	2162901	+	407	-	transposase mutator type
3577802	385779194	Clo1313_1855	2167453	2170230	+	925	-	copper amine oxidase-like domain-containing protein
3577803	385779195	Clo1313_1856	2170340	2171468	-	375	-	peptide chain release factor 2
3577804	385779196	Clo1313_1857	2171721	2172416	-	231	-	helix-turn-helix domain-containing protein
3577805	385779201	Clo1313_1862	2176100	2176429	-	109	-	thioredoxin
3577806	385779202	Clo1313_1864	2177094	2178314	-	406	-	transposase mutator type
3577807	385779203	Clo1313_1865	2178945	2180097	-	383	-	transposase IS3/IS911 family protein
3577808	385779204	Clo1313_1866	2180273	2180806	+	177	-	hypothetical protein
3577809	385779205	Clo1313_1867	2181130	2183697	+	855	-	alpha-glucan phosphorylase
3577810	385779206	Clo1313_1868	2183933	2185155	-	407	-	transposase mutator type
3577811	385779211	Clo1313_1873	2189652	2191043	-	463	-	PpiC-type peptidyl-prolyl cis-trans isomerase
3577812	385779212	Clo1313_1874	2191314	2191880	-	188	-	signal peptidase I
3577813	385779213	Clo1313_1875	2191977	2192906	-	309	-	fructose-1,6-bisphosphate aldolase
3577814	385779214	Clo1313_1876	2193153	2194400	+	415	-	phosphofructokinase
3577815	385779215	Clo1313_1877	2194472	2194825	-	117	-	hypothetical protein
3577816	385779218	Clo1313_1880	2197594	2198196	-	200	-	flavin reductase domain-containing FMN-binding protein
3577817	385779229	Clo1313_1891	2207050	2208723	-	557	-	TGS domain-containing protein
3577818	385779230	Clo1313_1892	2209209	2209646	-	145	-	hypothetical protein
3577819	385779231	Clo1313_1894	2210347	2211183	-	278	-	hypothetical protein
