# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3012174	3012521	-	ADU75571.1			transcriptional regulator, PadR-like family			Clo1313_2568	348	115	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3012664	3013425	-							Clo1313_2569	762		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3012664	3013425	-	ADU75572.1			metallophosphoesterase			Clo1313_2569	762	253	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3013522	3013848	-							Clo1313_2570	327		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3013522	3013848	-	ADU75573.1			hypothetical protein			Clo1313_2570	327	108	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3014071	3014307	-							Clo1313_2571	237		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3014512	3015381	-							Clo1313_2572	870		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3014512	3015381	-	ADU75574.1			Serine-type D-Ala-D-Ala carboxypeptidase			Clo1313_2572	870	289	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3015507	3016355	+							Clo1313_2573	849		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3016481	3017704	+							Clo1313_2574	1224		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3016481	3017704	+	ADU75575.1			transposase mutator type			Clo1313_2574	1224	407	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3018024	3018899	-							Clo1313_2575	876		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3018024	3018899	-	ADU75576.1			Pyridoxal-5'-phosphate-dependent protein beta subunit			Clo1313_2575	876	291	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3018948	3019685	-							Clo1313_2576	738		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3018948	3019685	-	ADU75577.1			polysaccharide deacetylase			Clo1313_2576	738	245	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3019741	3025242	-							Clo1313_2577	5502		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3019741	3025242	-	ADU75578.1			amino acid adenylation domain protein			Clo1313_2577	5502	1833	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3025373	3026605	-							Clo1313_2578	1233		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3025373	3026605	-	ADU75579.1			glycosyl transferase family 28			Clo1313_2578	1233	410	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3026636	3027847	-							Clo1313_2579	1212		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3026636	3027847	-	ADU75580.1			glycosyl transferase family 28			Clo1313_2579	1212	403	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3027953	3029830	-							Clo1313_2580	1878		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3027953	3029830	-	ADU75581.1			amino acid adenylation domain protein			Clo1313_2580	1878	625	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3030257	3033145	-							Clo1313_2581	2889		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3030257	3033145	-	ADU75582.1			copper amine oxidase-like domain-containing protein			Clo1313_2581	2889	962	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3033138	3034610	-							Clo1313_2582	1473		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3033138	3034610	-	ADU75583.1			copper amine oxidase-like domain-containing protein			Clo1313_2582	1473	490	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3034639	3035880	-							Clo1313_2583	1242		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3034639	3035880	-	ADU75584.1			hypothetical protein			Clo1313_2583	1242	413	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3036223	3040095	-							Clo1313_2584	3873		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3036223	3040095	-	ADU75585.1			Carbohydrate binding family 6			Clo1313_2584	3873	1290	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3040450	3040926	-							Clo1313_2585	477		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3040450	3040926	-	ADU75586.1			transposase IS200-family protein			Clo1313_2585	477	158	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3041147	3042754	-							Clo1313_2586	1608		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3041147	3042754	-	ADU75587.1			copper amine oxidase-like domain-containing protein			Clo1313_2586	1608	535	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3042972	3043769	-							Clo1313_2587	798		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3042972	3043769	-	ADU75588.1			hypothetical protein			Clo1313_2587	798	265	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3043874	3045154	-							Clo1313_2588	1281		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3043874	3045154	-	ADU75589.1			Tetratricopeptide TPR_1 repeat-containing protein			Clo1313_2588	1281	426	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3045256	3046647	-							Clo1313_2589	1392		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3045256	3046647	-	ADU75590.1			integral membrane sensor signal transduction histidine kinase			Clo1313_2589	1392	463	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3046649	3047335	-							Clo1313_2590	687		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3046649	3047335	-	ADU75591.1			two component transcriptional regulator, winged helix family			Clo1313_2590	687	228	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3048789	3051506	-							Clo1313_2591	2718		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3048789	3051506	-	ADU75592.1			ATPase, P-type (transporting), HAD superfamily, subfamily IC			Clo1313_2591	2718	905	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3051659	3053119	-							Clo1313_2592	1461		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3051659	3053119	-	ADU75593.1			Orn/Lys/Arg decarboxylase major region			Clo1313_2592	1461	486	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3053252	3053950	-							Clo1313_2593	699		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3053252	3053950	-	ADU75594.1			MgtC/SapB transporter			Clo1313_2593	699	232	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3054257	3054955	-							Clo1313_2594	699		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3054257	3054955	-	ADU75595.1			stage II sporulation protein R			Clo1313_2594	699	232	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3055278	3055622	+							Clo1313_2595	345		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3055278	3055622	+	ADU75596.1			transcriptional regulator, PadR-like family			Clo1313_2595	345	114	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3055609	3056577	+							Clo1313_2596	969		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3055609	3056577	+	ADU75597.1			hypothetical protein			Clo1313_2596	969	322	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3056697	3058325	-							Clo1313_2597	1629		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3056697	3058325	-	ADU75598.1			CTP synthase			Clo1313_2597	1629	542	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3059254	3060472	-							Clo1313_2598	1219		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3060574	3061191	-							Clo1313_2599	618		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3060574	3061191	-	ADU75599.1			hypothetical protein			Clo1313_2599	618	205	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3061379	3063031	-							Clo1313_2600	1653		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3061379	3063031	-	ADU75600.1			Hedgehog/intein hint domain protein			Clo1313_2600	1653	550	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3063414	3064931	-							Clo1313_2601	1518		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3063414	3064931	-	ADU75601.1			carboxyl-terminal protease			Clo1313_2601	1518	505	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3065005	3066570	-							Clo1313_2602	1566		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3065005	3066570	-	ADU75602.1			S-layer domain-containing protein			Clo1313_2602	1566	521	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3066598	3069603	-							Clo1313_2603	3006		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3066598	3069603	-	ADU75603.1			S-layer domain-containing protein			Clo1313_2603	3006	1001	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3069805	3070440	-							Clo1313_2604	636		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3069805	3070440	-	ADU75604.1			Zn-dependent hydrolase of the beta-lactamase fold-like protein			Clo1313_2604	636	211	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3070528	3071205	-							Clo1313_2605	678		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3070528	3071205	-	ADU75605.1			Abortive infection protein			Clo1313_2605	678	225	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3071387	3073081	-							Clo1313_2606	1695		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3071387	3073081	-	ADU75606.1			arginyl-tRNA synthetase			Clo1313_2606	1695	564	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3073044	3073511	-							Clo1313_2607	468		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3073044	3073511	-	ADU75607.1			Domain of unknown function DUF1934			Clo1313_2607	468	155	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3073570	3074376	-							Clo1313_2608	807		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3073570	3074376	-	ADU75608.1			glutamate racemase			Clo1313_2608	807	268	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3074441	3075571	-							Clo1313_2609	1131		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3074441	3075571	-	ADU75609.1			D-alanine/D-alanine ligase			Clo1313_2609	1131	376	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3076096	3077430	-							Clo1313_2610	1335		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3076096	3077430	-	ADU75610.1			magnesium transporter			Clo1313_2610	1335	444	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3077402	3077539	-							Clo1313_2611	138		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3077402	3077539	-	ADU75611.1			hypothetical protein			Clo1313_2611	138	45	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3077603	3078343	-							Clo1313_2612	741		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3077603	3078343	-	ADU75612.1			RDD domain containing protein			Clo1313_2612	741	246	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3078525	3078740	+							Clo1313_2613	216		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3078525	3078740	+	ADU75613.1			regulatory protein, FmdB family			Clo1313_2613	216	71	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3078779	3079678	-							Clo1313_2614	900		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3078779	3079678	-	ADU75614.1			Lipoprotein LpqB, GerMN domain			Clo1313_2614	900	299	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3079769	3080431	-							Clo1313_2615	663		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3079769	3080431	-	ADU75615.1			deoxyribose-phosphate aldolase			Clo1313_2615	663	220	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3080747	3081295	-							Clo1313_2616	549		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3080747	3081295	-	ADU75616.1			protein of unknown function DUF458			Clo1313_2616	549	182	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3081566	3082459	-							Clo1313_2617	894		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3081566	3082459	-	ADU75617.1			FAD-dependent pyridine nucleotide-disulfide oxidoreductase			Clo1313_2617	894	297	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3082513	3083796	-							Clo1313_2618	1284		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3082513	3083796	-	ADU75618.1			FAD-dependent pyridine nucleotide-disulfide oxidoreductase			Clo1313_2618	1284	427	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3083833	3084429	-							Clo1313_2619	597		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3083833	3084429	-	ADU75619.1			alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen			Clo1313_2619	597	198	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3084491	3085159	-							Clo1313_2620	669		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3084491	3085159	-	ADU75620.1			cytochrome c biogenesis protein transmembrane region			Clo1313_2620	669	222	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3085803	3086126	+							Clo1313_2621	324		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3085803	3086126	+	ADU75621.1			hypothetical protein			Clo1313_2621	324	107	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3086201	3086662	+							Clo1313_2622	462		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3086201	3086662	+	ADU75622.1			hypothetical protein			Clo1313_2622	462	153	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3086676	3087050	+							Clo1313_2623	375		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3086676	3087050	+	ADU75623.1			hypothetical protein			Clo1313_2623	375	124	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3087340	3088044	+							Clo1313_2624	705		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3087340	3088044	+	ADU75624.1			spore cortex-lytic enzyme			Clo1313_2624	705	234	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3088099	3088962	-							Clo1313_2625	864		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3088099	3088962	-	ADU75625.1			hypothetical protein			Clo1313_2625	864	287	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3089047	3091203	-							Clo1313_2626	2157		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3089047	3091203	-	ADU75626.1			Tex-like protein			Clo1313_2626	2157	718	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3091484	3092416	-							Clo1313_2627	933		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3091484	3092416	-	ADU75627.1			1-phosphofructokinase			Clo1313_2627	933	310	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3092453	3093793	-							Clo1313_2628	1341		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3092453	3093793	-	ADU75628.1			extracellular solute-binding protein family 1			Clo1313_2628	1341	446	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3094055	3094252	-							Clo1313_2629	198		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3094055	3094252	-	ADU75629.1			hypothetical protein			Clo1313_2629	198	65	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3094337	3095302	-							Clo1313_2630	966		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3094337	3095302	-	ADU75630.1			UV-endonuclease UvdE			Clo1313_2630	966	321	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3095385	3096119	-							Clo1313_2631	735		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3095385	3096119	-	ADU75631.1			Methyltransferase type 11			Clo1313_2631	735	244	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3096487	3097569	-							Clo1313_2632	1083		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3096487	3097569	-	ADU75632.1			Peptidoglycan-binding domain 1 protein			Clo1313_2632	1083	360	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3097986	3100436	+							Clo1313_2633	2451		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3097986	3100436	+	ADU75633.1			Nucleotidyl transferase			Clo1313_2633	2451	816	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3100473	3101435	+							Clo1313_2634	963		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3100473	3101435	+	ADU75634.1			pseudouridine synthase, RluA family			Clo1313_2634	963	320	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3101534	3104047	-							Clo1313_2635	2514		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3101534	3104047	-	ADU75635.1			glycoside hydrolase family 10			Clo1313_2635	2514	837	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3104366	3104560	+							Clo1313_2636	195		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3104643	3106172	-							Clo1313_2637	1530		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3104643	3106172	-	ADU75636.1			alkyl hydroperoxide reductase, F subunit			Clo1313_2637	1530	509	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3106186	3106749	-							Clo1313_2638	564		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3106186	3106749	-	ADU75637.1			peroxiredoxin			Clo1313_2638	564	187	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3106959	3107099	-							Clo1313_2639	141		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3106959	3107099	-	ADU75638.1			hypothetical protein			Clo1313_2639	141	46	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3107135	3107461	-							Clo1313_2640	327		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3107135	3107461	-	ADU75639.1			hypothetical protein			Clo1313_2640	327	108	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3107476	3109212	-							Clo1313_2641	1737		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3107476	3109212	-	ADU75640.1			hypothetical protein			Clo1313_2641	1737	578	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3109215	3112415	-							Clo1313_2642	3201		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3109215	3112415	-	ADU75641.1			cell division protein FtsK/SpoIIIE			Clo1313_2642	3201	1066	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3112439	3113818	-							Clo1313_2643	1380		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3112439	3113818	-	ADU75642.1			hypothetical protein			Clo1313_2643	1380	459	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3113934	3114239	-							Clo1313_2644	306		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3113934	3114239	-	ADU75643.1			hypothetical protein			Clo1313_2644	306	101	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3114257	3114586	-							Clo1313_2645	330		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3114257	3114586	-	ADU75644.1			hypothetical protein			Clo1313_2645	330	109	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3114611	3114931	-							Clo1313_2646	321		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3114611	3114931	-	ADU75645.1			hypothetical protein			Clo1313_2646	321	106	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3114928	3116451	-							Clo1313_2647	1524		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3114928	3116451	-	ADU75646.1			Tetratricopeptide TPR_1 repeat-containing protein			Clo1313_2647	1524	507	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3116613	3117176	-							Clo1313_2648	564		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3116613	3117176	-	ADU75647.1			hypothetical protein			Clo1313_2648	564	187	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3117694	3118032	-							Clo1313_2649	339		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3117694	3118032	-	ADU75648.1			hypothetical protein			Clo1313_2649	339	112	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3118091	3118336	-							Clo1313_2650	246		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3118091	3118336	-	ADU75649.1			hypothetical protein			Clo1313_2650	246	81	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3118317	3119669	-							Clo1313_2651	1353		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3118317	3119669	-	ADU75650.1			Hedgehog/intein hint domain protein			Clo1313_2651	1353	450	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3120065	3120864	-							Clo1313_2652	800		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3120996	3121133	-							Clo1313_2653	138		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3120996	3121133	-	ADU75651.1			hypothetical protein			Clo1313_2653	138	45	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3121126	3121515	-							Clo1313_2654	390		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3121126	3121515	-	ADU75652.1			hypothetical protein			Clo1313_2654	390	129	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3121683	3122024	-							Clo1313_2655	342		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3121683	3122024	-	ADU75653.1			hypothetical protein			Clo1313_2655	342	113	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3122456	3123600	-							Clo1313_2656	1145		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3123818	3124132	-							Clo1313_2657	315		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3123818	3124132	-	ADU75654.1			hypothetical protein			Clo1313_2657	315	104	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3124143	3124439	-							Clo1313_2658	297		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3124143	3124439	-	ADU75655.1			hypothetical protein			Clo1313_2658	297	98	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3124568	3125827	-							Clo1313_2659	1260		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3124568	3125827	-	ADU75656.1			transposase IS116/IS110/IS902 family protein			Clo1313_2659	1260	419	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3126248	3126799	-							Clo1313_2660	552		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3126248	3126799	-	ADU75657.1			hypothetical protein			Clo1313_2660	552	183	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3127067	3127417	-							Clo1313_2661	351		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3127067	3127417	-	ADU75658.1			hypothetical protein			Clo1313_2661	351	116	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3127420	3127563	-							Clo1313_2662	144		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3127621	3128773	+							Clo1313_2663	1153		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3127621	3128773	+	ADU75659.1			transposase IS3/IS911 family protein			Clo1313_2663	1152	383	ribosomal_slippage
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3129745	3130692	-							Clo1313_2664	948		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3129745	3130692	-	ADU75660.1			transposase IS4 family protein			Clo1313_2664	948	315	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3130960	3131331	-							Clo1313_2665	372		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3130960	3131331	-	ADU75661.1			hypothetical protein			Clo1313_2665	372	123	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3131344	3133098	-							Clo1313_2666	1755		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3131344	3133098	-	ADU75662.1			Hedgehog/intein hint domain protein			Clo1313_2666	1755	584	
