# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2464450	2472714	-							CLO1313_RS10625	8265		old_locus_tag=Clo1313_2097
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2464450	2472714	-	WP_003512162.1	WP_003512162.1		type I polyketide synthase			CLO1313_RS10625	8265	2754	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2472763	2473734	-							CLO1313_RS10630	972		old_locus_tag=Clo1313_2098
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2472763	2473734	-	WP_003517877.1	WP_003517877.1		alpha/beta hydrolase			CLO1313_RS10630	972	323	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2473755	2475239	-							CLO1313_RS10635	1485		old_locus_tag=Clo1313_2099
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2473755	2475239	-	WP_003512157.1	WP_003512157.1		AMP-dependent synthetase			CLO1313_RS10635	1485	494	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2475278	2476315	-							CLO1313_RS10640	1038		old_locus_tag=Clo1313_2100
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2475278	2476315	-	WP_003512155.1	WP_003512155.1		ketoacyl-ACP synthase III			CLO1313_RS10640	1038	345	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2476457	2476702	-							CLO1313_RS10645	246		old_locus_tag=Clo1313_2101
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2476457	2476702	-	WP_003517875.1	WP_003517875.1		acyl carrier protein			CLO1313_RS10645	246	81	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2476815	2477849	-							CLO1313_RS10650	1035		old_locus_tag=Clo1313_2102
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2476815	2477849	-	WP_003512152.1	WP_003512152.1		ketoacyl-ACP synthase III			CLO1313_RS10650	1035	344	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2478054	2479571	-							CLO1313_RS10655	1518		old_locus_tag=Clo1313_2103
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2478054	2479571	-	WP_003517873.1	WP_003517873.1		diguanylate cyclase			CLO1313_RS10655	1518	505	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2479907	2480401	-					trmL		CLO1313_RS10660	495		old_locus_tag=Clo1313_2104
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2479907	2480401	-	WP_003512148.1	WP_003512148.1		tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL	trmL		CLO1313_RS10660	495	164	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2480531	2480995	-							CLO1313_RS10665	465		old_locus_tag=Clo1313_2105
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2480531	2480995	-	WP_003512146.1	WP_003512146.1		chemotaxis protein CheX			CLO1313_RS10665	465	154	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2481069	2481632	-							CLO1313_RS10670	564		old_locus_tag=Clo1313_2106
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2481069	2481632	-	WP_003517871.1	WP_003517871.1		stage V sporulation protein AE			CLO1313_RS10670	564	187	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2481709	2482080	-					spoVAE		CLO1313_RS10675	372		old_locus_tag=Clo1313_2107
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2481709	2482080	-	WP_003512143.1	WP_003512143.1		stage V sporulation protein AE	spoVAE		CLO1313_RS10675	372	123	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2482124	2483146	-					spoVAD		CLO1313_RS10680	1023		old_locus_tag=Clo1313_2108
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2482124	2483146	-	WP_003517870.1	WP_003517870.1		stage V sporulation protein AD	spoVAD		CLO1313_RS10680	1023	340	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2483205	2483648	-					spoVAC		CLO1313_RS10685	444		old_locus_tag=Clo1313_2109
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2483205	2483648	-	WP_003512136.1	WP_003512136.1		stage V sporulation protein AC	spoVAC		CLO1313_RS10685	444	147	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2483668	2483856	-							CLO1313_RS10690	189		old_locus_tag=Clo1313_2110
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2483668	2483856	-	WP_003512134.1	WP_003512134.1		hypothetical protein			CLO1313_RS10690	189	62	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2484040	2484786	-					sigF		CLO1313_RS10695	747		old_locus_tag=Clo1313_2111
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2484040	2484786	-	WP_003512132.1	WP_003512132.1		RNA polymerase sporulation sigma factor SigF	sigF		CLO1313_RS10695	747	248	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2484817	2485266	-							CLO1313_RS10700	450		old_locus_tag=Clo1313_2112
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2484817	2485266	-	WP_003512130.1	WP_003512130.1		anti-sigma F factor			CLO1313_RS10700	450	149	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2485280	2485615	-					spoIIAA		CLO1313_RS10705	336		old_locus_tag=Clo1313_2113
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2485280	2485615	-	WP_003512129.1	WP_003512129.1		anti-sigma F factor antagonist	spoIIAA		CLO1313_RS10705	336	111	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2485806	2486072	-							CLO1313_RS10710	267		old_locus_tag=Clo1313_2114
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2485806	2486072	-	WP_003512128.1	WP_003512128.1		HPr family phosphocarrier protein			CLO1313_RS10710	267	88	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2486075	2487028	-					whiA		CLO1313_RS10715	954		old_locus_tag=Clo1313_2115
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2486075	2487028	-	WP_003512127.1	WP_003512127.1		DNA-binding protein WhiA	whiA		CLO1313_RS10715	954	317	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2487103	2489082	-							CLO1313_RS10720	1980		old_locus_tag=Clo1313_2116
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2487103	2489082	-	WP_003512126.1	WP_003512126.1		glycogen debranching protein			CLO1313_RS10720	1980	659	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2489109	2490428	-							CLO1313_RS10725	1320		old_locus_tag=Clo1313_2117
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2489109	2490428	-	WP_003512125.1	WP_003512125.1		YvcK family protein			CLO1313_RS10725	1320	439	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2490425	2491300	-							CLO1313_RS10730	876		old_locus_tag=Clo1313_2118
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2490425	2491300	-	WP_003517869.1	WP_003517869.1		RNase adaptor protein RapZ			CLO1313_RS10730	876	291	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2491339	2492253	-							CLO1313_RS10735	915		old_locus_tag=Clo1313_2119
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2491339	2492253	-	WP_003517868.1	WP_003517868.1		UDP-N-acetylenolpyruvoylglucosamine reductase			CLO1313_RS10735	915	304	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2492366	2493091	-							CLO1313_RS10740	726		old_locus_tag=Clo1313_2120
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2492366	2493091	-	WP_003512119.1	WP_003512119.1		phosphatase			CLO1313_RS10740	726	241	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2493125	2494081	-					hprK		CLO1313_RS10745	957		old_locus_tag=Clo1313_2121
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2493125	2494081	-	WP_003512117.1	WP_003512117.1		HPr(Ser) kinase/phosphatase	hprK		CLO1313_RS10745	957	318	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2494295	2494612	-							CLO1313_RS10750	318		old_locus_tag=Clo1313_2122
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2494295	2494612	-	WP_003512115.1	WP_003512115.1		dockerin			CLO1313_RS10750	318	105	
gene	tRNA	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2494993	2495066	-							CLO1313_RS10755	74		old_locus_tag=Clo1313_R0053
tRNA		GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2494993	2495066	-				tRNA-Gly			CLO1313_RS10755	74		anticodon=TCC
gene	tRNA	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2495178	2495252	-							CLO1313_RS10760	75		old_locus_tag=Clo1313_R0054
tRNA		GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2495178	2495252	-				tRNA-Gly			CLO1313_RS10760	75		anticodon=GCC
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2495781	2496422	+							CLO1313_RS10765	642		old_locus_tag=Clo1313_2123
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2495781	2496422	+	WP_003512113.1	WP_003512113.1		PilZ domain-containing protein			CLO1313_RS10765	642	213	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2496514	2496981	-							CLO1313_RS10770	468		old_locus_tag=Clo1313_2124
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2496514	2496981	-	WP_003512112.1	WP_003512112.1		6,7-dimethyl-8-ribityllumazine synthase			CLO1313_RS10770	468	155	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2496971	2498212	-							CLO1313_RS10775	1242		old_locus_tag=Clo1313_2125
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2496971	2498212	-	WP_003512109.1	WP_003512109.1		bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II			CLO1313_RS10775	1242	413	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2498252	2498908	-							CLO1313_RS10780	657		old_locus_tag=Clo1313_2126
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2498252	2498908	-	WP_003512106.1	WP_003512106.1		riboflavin synthase			CLO1313_RS10780	657	218	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2498987	2500093	-					ribD		CLO1313_RS10785	1107		old_locus_tag=Clo1313_2127
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2498987	2500093	-	WP_003512104.1	WP_003512104.1		bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	ribD		CLO1313_RS10785	1107	368	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2500432	2500824	-							CLO1313_RS10790	393		old_locus_tag=Clo1313_2128
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2500432	2500824	-	WP_003512101.1	WP_003512101.1		hypothetical protein			CLO1313_RS10790	393	130	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2501081	2501737	+							CLO1313_RS10795	657		old_locus_tag=Clo1313_2129
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2501081	2501737	+	WP_003512099.1	WP_003512099.1		tRNA (guanosine(46)-N7)-methyltransferase TrmB			CLO1313_RS10795	657	218	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2501825	2502994	-							CLO1313_RS10800	1170		old_locus_tag=Clo1313_2130
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2501825	2502994	-	WP_003512097.1	WP_003512097.1		NADH-dependent alcohol dehydrogenase			CLO1313_RS10800	1170	389	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2503010	2503792	-							CLO1313_RS10805	783		old_locus_tag=Clo1313_2131
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2503010	2503792	-	WP_003512095.1	WP_003512095.1		hypothetical protein			CLO1313_RS10805	783	260	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2504203	2505078	+					metF		CLO1313_RS10810	876		old_locus_tag=Clo1313_2132
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2504203	2505078	+	WP_003512093.1	WP_003512093.1		methylenetetrahydrofolate reductase [NAD(P)H]	metF		CLO1313_RS10810	876	291	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2505142	2505951	-							CLO1313_RS10815	810		old_locus_tag=Clo1313_2133
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2505142	2505951	-	WP_003512091.1	WP_003512091.1		peptidase M50			CLO1313_RS10815	810	269	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2506083	2507000	-							CLO1313_RS10820	918		old_locus_tag=Clo1313_2134
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2506083	2507000	-	WP_003517864.1	WP_003517864.1		M23 family peptidase			CLO1313_RS10820	918	305	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2507189	2507452	+							CLO1313_RS10825	264		old_locus_tag=Clo1313_2135
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2507189	2507452	+	WP_003517862.1	WP_003517862.1		hypothetical protein			CLO1313_RS10825	264	87	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2507510	2507905	-							CLO1313_RS10830	396		old_locus_tag=Clo1313_2136
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2507510	2507905	-	WP_003512078.1	WP_003512078.1		methylglyoxal synthase			CLO1313_RS10830	396	131	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2507926	2508210	-							CLO1313_RS10835	285		old_locus_tag=Clo1313_2137
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2507926	2508210	-	WP_003512076.1	WP_003512076.1		cell division topological specificity factor			CLO1313_RS10835	285	94	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2508224	2509024	-					minD		CLO1313_RS10840	801		old_locus_tag=Clo1313_2138
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2508224	2509024	-	WP_003512074.1	WP_003512074.1		septum site-determining protein MinD	minD		CLO1313_RS10840	801	266	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2509239	2509922	-							CLO1313_RS10845	684		old_locus_tag=Clo1313_2139
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2509239	2509922	-	WP_003512072.1	WP_003512072.1		septum site-determining protein MinC			CLO1313_RS10845	684	227	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2509988	2512117	-					mrdA		CLO1313_RS10850	2130		old_locus_tag=Clo1313_2140
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2509988	2512117	-	WP_003520409.1	WP_003520409.1		penicillin-binding protein 2	mrdA		CLO1313_RS10850	2130	709	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2512231	2512761	-					mreD		CLO1313_RS10855	531		old_locus_tag=Clo1313_2141
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2512231	2512761	-	WP_003512069.1	WP_003512069.1		rod shape-determining protein MreD	mreD		CLO1313_RS10855	531	176	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2512758	2513621	-					mreC		CLO1313_RS10860	864		old_locus_tag=Clo1313_2142
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2512758	2513621	-	WP_014522629.1	WP_014522629.1		rod shape-determining protein MreC	mreC		CLO1313_RS10860	864	287	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2513638	2514660	-							CLO1313_RS10865	1023		old_locus_tag=Clo1313_2143
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2513638	2514660	-	WP_003512064.1	WP_003512064.1		rod shape-determining protein			CLO1313_RS10865	1023	340	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2514738	2515340	-							CLO1313_RS10870	603		old_locus_tag=Clo1313_2144
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2514738	2515340	-	WP_003512062.1	WP_003512062.1		maf-like protein			CLO1313_RS10870	603	200	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2515608	2516492	-							CLO1313_RS10875	885		old_locus_tag=Clo1313_2145
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2515608	2516492	-	WP_003512059.1	WP_003512059.1		hypothetical protein			CLO1313_RS10875	885	294	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2516873	2517505	+							CLO1313_RS10880	633		old_locus_tag=Clo1313_2146
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2516873	2517505	+	WP_003512057.1	WP_003512057.1		adaptor protein MecA			CLO1313_RS10880	633	210	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2517843	2518388	+							CLO1313_RS10885	546		old_locus_tag=Clo1313_2147
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2517843	2518388	+	WP_003512055.1	WP_003512055.1		hypothetical protein			CLO1313_RS10885	546	181	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2518404	2520083	-							CLO1313_RS10890	1680		old_locus_tag=Clo1313_2148
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2518404	2520083	-	WP_003517853.1	WP_003517853.1		serine phosphatase			CLO1313_RS10890	1680	559	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2520396	2522843	-					lon		CLO1313_RS10895	2448		old_locus_tag=Clo1313_2149
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2520396	2522843	-	WP_003512050.1	WP_003512050.1		endopeptidase La	lon		CLO1313_RS10895	2448	815	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2523486	2524691	+							CLO1313_RS10900	1206		old_locus_tag=Clo1313_2150
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2523486	2524691	+	WP_003512048.1	WP_003512048.1		bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ			CLO1313_RS10900	1206	401	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2524966	2525397	+							CLO1313_RS10905	432		old_locus_tag=Clo1313_2151
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2524966	2525397	+	WP_003520408.1	WP_003520408.1		chemotaxis protein CheW			CLO1313_RS10905	432	143	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2525449	2525964	-							CLO1313_RS10910	516		old_locus_tag=Clo1313_2152
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2525449	2525964	-	WP_003512038.1	WP_003512038.1		amidase			CLO1313_RS10910	516	171	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2526249	2526455	+							CLO1313_RS10915	207		old_locus_tag=Clo1313_2153
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2526249	2526455	+	WP_003512036.1	WP_003512036.1		hypothetical protein			CLO1313_RS10915	207	68	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2526526	2526909	-							CLO1313_RS10920	384		old_locus_tag=Clo1313_2154
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2526526	2526909	-	WP_003512035.1	WP_003512035.1		hypothetical protein			CLO1313_RS10920	384	127	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2527072	2527461	-							CLO1313_RS10925	390		old_locus_tag=Clo1313_2155
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2527072	2527461	-	WP_003512034.1	WP_003512034.1		YtxH domain-containing protein			CLO1313_RS10925	390	129	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2527760	2528347	-							CLO1313_RS10930	588		old_locus_tag=Clo1313_2156
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2527760	2528347	-	WP_003520768.1	WP_003520768.1		hypothetical protein			CLO1313_RS10930	588	195	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2528539	2528709	-							CLO1313_RS10935	171		
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2528539	2528709	-	WP_003512031.1	WP_003512031.1		RNA polymerase sigma factor			CLO1313_RS10935	171	56	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2528757	2529722	-							CLO1313_RS10940	966		old_locus_tag=Clo1313_2159
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2528757	2529722	-	WP_003520766.1	WP_003520766.1		hypothetical protein			CLO1313_RS10940	966	321	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2529719	2530204	-							CLO1313_RS10945	486		old_locus_tag=Clo1313_2160
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2529719	2530204	-	WP_003512028.1	WP_003512028.1		PspC domain-containing protein			CLO1313_RS10945	486	161	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2530447	2533263	+							CLO1313_RS10950	2817		old_locus_tag=Clo1313_2161
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2530447	2533263	+	WP_003512026.1	WP_003512026.1		cellulose 1,4-beta-cellobiosidase			CLO1313_RS10950	2817	938	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2533465	2534859	-							CLO1313_RS10955	1395		old_locus_tag=Clo1313_2162
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2533465	2534859	-	WP_003512025.1	WP_003512025.1		asparagine--tRNA ligase			CLO1313_RS10955	1395	464	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2534996	2536018	-							CLO1313_RS10960	1023		old_locus_tag=Clo1313_2163
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2534996	2536018	-	WP_003512022.1	WP_003512022.1		aspartate--ammonia ligase			CLO1313_RS10960	1023	340	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2536209	2536820	+							CLO1313_RS10965	612		old_locus_tag=Clo1313_2164
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2536209	2536820	+	WP_003512020.1	WP_003512020.1		peptidylprolyl isomerase			CLO1313_RS10965	612	203	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2536892	2537617	-							CLO1313_RS10970	726		old_locus_tag=Clo1313_2165
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2536892	2537617	-	WP_003512019.1	WP_003512019.1		NAD-dependent protein deacylase			CLO1313_RS10970	726	241	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2537675	2538151	-							CLO1313_RS10975	477		old_locus_tag=Clo1313_2166
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2537675	2538151	-	WP_003512018.1	WP_003512018.1		hypothetical protein			CLO1313_RS10975	477	158	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2538148	2538486	-							CLO1313_RS10980	339		old_locus_tag=Clo1313_2167
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2538148	2538486	-	WP_003512017.1	WP_003512017.1		hypothetical protein			CLO1313_RS10980	339	112	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2538682	2539638	+							CLO1313_RS10985	957		old_locus_tag=Clo1313_2168
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2538682	2539638	+	WP_003518407.1	WP_003518407.1		Na/Pi cotransporter family protein			CLO1313_RS10985	957	318	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2539659	2539994	-							CLO1313_RS10990	336		old_locus_tag=Clo1313_2169
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2539659	2539994	-	WP_003512015.1	WP_003512015.1		hypothetical protein			CLO1313_RS10990	336	111	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2540261	2542150	+							CLO1313_RS10995	1890		old_locus_tag=Clo1313_2170
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2540261	2542150	+	WP_003518405.1	WP_003518405.1		LTA synthase family protein			CLO1313_RS10995	1890	629	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2542360	2542908	+							CLO1313_RS11000	549		old_locus_tag=Clo1313_2171
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2542360	2542908	+	WP_003518403.1	WP_003518403.1		biotin transporter BioY			CLO1313_RS11000	549	182	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2543053	2543556	-							CLO1313_RS11005	504		old_locus_tag=Clo1313_2172
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2543053	2543556	-	WP_003512012.1	WP_003512012.1		hypothetical protein			CLO1313_RS11005	504	167	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2543675	2545135	-							CLO1313_RS11010	1461		old_locus_tag=Clo1313_2173
