ProteinID	ortholog	evalue	Score	Predicted_Gene_name	GO_terms	KEGG_KO	BiGG_Reactions	Matching_Ogs	Best_OG_value	COG_functional_categories	HMM_model_annotation
WP_003517940.1	203119.Cthe_0461	8.40E-301	987.5	TRMFO	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K04094		"08FW6@bactNOG,0F6MX@cloNOG,0P5SW@firmNOG,COG1206@NOG"	08FW6|5.90878102815e-234|779.553100586	J	Catalyzes the folate-dependent formation of 5-methyl- uridine at position 54 (M-5-U54) in all tRNAs (By similarity)
WP_003517942.1	203119.Cthe_0462	1.30E-84	274.2	FLGB	"GO:0005575,GO:0005622,GO:0005623,GO:0009288,GO:0009425,GO:0042995,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044461,GO:0044463,GO:0044464"	K02387		"05Q75@bactNOG,0EW0W@cloNOG,0NNSI@firmNOG,COG1815@NOG"	05Q75|1.99236658317e-44|153.593948364	N	"Structural component of flagellum, the bacterial motility apparatus. Part of the rod structure of flagellar basal body (By similarity)"
WP_003517944.1	203119.Cthe_0463	1.20E-95	312.2	FLGC	"GO:0005575,GO:0005622,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009425,GO:0009987,GO:0042995,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044461,GO:0044463,GO:0044464,GO:0044699,GO:0044763"	K02388		"08ZC9@bactNOG,0ET9X@cloNOG,0NJGC@firmNOG,COG1558@NOG"	08ZC9|2.68736929519e-60|205.458450317	N	flagellar basal-body rod protein flgc
WP_003517946.1	203119.Cthe_0464	3.60E-65	210.3	FLIE	"GO:0001539,GO:0003674,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009424,GO:0009425,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044461,GO:0044463,GO:0044464,GO:0044699,GO:0044763,GO:0048870,GO:0051179,GO:0051674"	K02408		"05VQ0@bactNOG,0EVSE@cloNOG,0NNVM@firmNOG,COG1677@NOG"	05VQ0|6.19987791618e-30|106.801086426	N	flagellar hook-basal body complex protein fliE
WP_003517948.1	632518.Calow_1863	2.30E-60	194.2	FLIF	"GO:0005575,GO:0005622,GO:0005623,GO:0009288,GO:0009425,GO:0042995,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044461,GO:0044463,GO:0044464"	K02409		"07SUN@bactNOG,0F4IB@cloNOG,0P2VX@firmNOG,COG1766@NOG"	07SUN|5.7577340096e-91|303.541595459	N	Flagellar M-ring protein fliF
WP_003517950.1	203119.Cthe_0466	1.10E-215	710.2	FLIG	"GO:0001539,GO:0003674,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006928,GO:0006935,GO:0007610,GO:0007626,GO:0008150,GO:0009288,GO:0009425,GO:0009433,GO:0009605,GO:0009987,GO:0016020,GO:0040011,GO:0042221,GO:0042330,GO:0042995,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044461,GO:0044463,GO:0044464,GO:0044699,GO:0044708,GO:0044763,GO:0048870,GO:0050896,GO:0051179,GO:0051674,GO:0051701,GO:0051704,GO:0052116,GO:0052126,GO:0052127,GO:0052143,GO:0052192,GO:0052195,GO:0052216,GO:0052243,GO:0071944"	K02410		"05CS3@bactNOG,0ENS5@cloNOG,0NECS@firmNOG,COG1536@NOG"	05CS3|8.11181954496e-149|498.28503418	N	"FliG is one of three proteins (FliG, FliN, FliM) that forms the rotor-mounted switch complex (C ring), located at the base of the basal body. This complex interacts with the CheY and CheZ chemotaxis proteins, in addition to contacting components of the motor that determine the direction of flagellar rotation (By similarity)"
WP_003517951.1	203119.Cthe_0467	5.20E-163	532.6	FLIH	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	"K02411,K03223"		"05W2B@bactNOG,0EVX8@cloNOG,0NNQS@firmNOG,COG1317@NOG"	05W2B|3.09429914637e-56|193.951873779	N	Flagellar assembly protein
WP_003517953.1	203119.Cthe_0468	3.50E-287	947.4	FLII	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	"K02412,K03224"		"08JIR@bactNOG,0F7BU@cloNOG,0P6M6@firmNOG,COG1157@NOG"	08JIR|1.09832231464e-202|677.243469238	"N, U"	Flagellum-specific ATP synthase
WP_003517955.1	203119.Cthe_0469	2.80E-93	300.1	FLIJ	"GO:0001539,GO:0005575,GO:0005622,GO:0005623,GO:0006928,GO:0006935,GO:0008150,GO:0009288,GO:0009605,GO:0009987,GO:0040011,GO:0042221,GO:0042330,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044424,GO:0044464,GO:0044699,GO:0044763,GO:0048870,GO:0050896,GO:0051179,GO:0051674"	K02413		"06827@bactNOG,0EXID@cloNOG,0NR4W@firmNOG,0XV65@NOG"	06827|9.74384502263e-48|165.043045044	N	Flagellar export protein flij
WP_003517957.1	203119.Cthe_0470	2.70E-172	560.8					"08URI@bactNOG,0ESPA@cloNOG,0NIBQ@firmNOG,11IJU@NOG"	08URI|5.11754555644e-79|268.469573975	S	NA
WP_003517959.1	203119.Cthe_0471	0	1099.7	FLIK		"K02384,K02414"		"0696Y@bactNOG,0EWZD@cloNOG,0NR2P@firmNOG,0XUTY@NOG"	0696Y|9.31905567766e-46|160.267791748	N	Flagellar hook-length control protein
WP_003517961.1	203119.Cthe_0472	2.10E-209	687.4	FLGD		K02389		"0822I@bactNOG,0EVRK@cloNOG,0NNUQ@firmNOG,COG1843@NOG"	0822I|7.94962340458e-65|214.722564697	N	Flagellar hook capping protein
WP_003517963.1	203119.Cthe_0473	1.40E-81	263.2					"05X7J@bactNOG,0EVJC@cloNOG,0NNPA@firmNOG,121WS@NOG"	05X7J|1.55029943902e-42|147.491439819	N	Flagellar operon protein
WP_003517965.1	203119.Cthe_0474	1.20E-290	958.7	FLGE	"GO:0001539,GO:0003674,GO:0003774,GO:0003824,GO:0005198,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0006928,GO:0008150,GO:0008152,GO:0009274,GO:0009276,GO:0009288,GO:0009424,GO:0009425,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0030312,GO:0030313,GO:0030694,GO:0031975,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044461,GO:0044463,GO:0044464,GO:0044699,GO:0044763,GO:0048870,GO:0051179,GO:0051674,GO:0071944"	"K02389,K02390"		"05BZE@bactNOG,0EPWA@cloNOG,0NEAM@firmNOG,COG1749@NOG"	05BZE|7.17676938528e-127|426.235198975	N	"flagellar hook protein, FlgE"
WP_003517967.1	203119.Cthe_0475	3.80E-43	136.9	FLBD		K02385		"068WV@bactNOG,COG1582@NOG"	068WV|6.89071304282e-29|102.635658264	N	flagellar FlbD family protein
WP_003517969.1	203119.Cthe_0476	1.10E-107	345.1					"06QSN@bactNOG,0EZWQ@cloNOG,0NV6C@firmNOG,0YGQY@NOG"	06QSN|1.79543413935e-80|271.504577637	N	flagellar basal body-associated protein
WP_003517971.1	203119.Cthe_0477	6.50E-213	700.9	FLIM	"GO:0001539,GO:0003674,GO:0003774,GO:0003824,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006928,GO:0008150,GO:0008152,GO:0009288,GO:0009425,GO:0009987,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044461,GO:0044463,GO:0044464,GO:0044699,GO:0044763,GO:0048870,GO:0051179,GO:0051674,GO:0071944"	K02416		"05D24@bactNOG,0ENYZ@cloNOG,0NE15@firmNOG,COG1868@NOG"	05D24|5.98967777551e-107|360.595489502	N	"FliM is one of three proteins (FliG, FliN, FliM) that forms the rotor-mounted switch complex (C ring), located at the base of the basal body. This complex interacts with the CheY and CheZ chemotaxis proteins, in addition to contacting components of the motor that determine the direction of flagellar rotation (By similarity)"
WP_003517972.1	203119.Cthe_0478	9.10E-270	889.5	FLIY	"GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0009288,GO:0009425,GO:0016020,GO:0042995,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044461,GO:0044463,GO:0044464,GO:0071944"	K02417		"05DD5@bactNOG,0EP96@cloNOG,0NDPR@firmNOG,COG1776@NOG,COG1886@NOG"	05DD5|1.28799148563e-100|338.97769165	N	Flagellar motor switch protein
WP_003517974.1	572479.Hprae_0229	5.40E-44	138.5			K03413		"05QF1@bactNOG,0EU5B@cloNOG,0NKT5@firmNOG,COG0784@NOG"	05QF1|3.62785116124e-49|170.472839355	T	response regulator
WP_003517976.1	509191.AcelC_020100015461	3.90E-50	158.5			K02418		"087NE@bactNOG,0F539@cloNOG,0P3TF@firmNOG,0ZZJS@NOG"	087NE|1.06185800778e-33|118.805778503	S	"Flagellar biosynthesis protein, FliO"
WP_003517978.1	203119.Cthe_0481	8.90E-160	525	FLIP	"GO:0001539,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006928,GO:0008150,GO:0009288,GO:0009425,GO:0009987,GO:0016020,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044461,GO:0044463,GO:0044464,GO:0044699,GO:0044763,GO:0048870,GO:0051179,GO:0051674,GO:0071944"	"K02419,K03226"		"05CN7@bactNOG,0EPJF@cloNOG,0NE0I@firmNOG,COG1338@NOG"	05CN7|3.37780236562e-105|354.938018799	N	Flagellar biosynthetic protein FliP
WP_003517979.1	203119.Cthe_0482	1.60E-54	176.2	FLIQ	"GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0009288,GO:0009425,GO:0016020,GO:0042995,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044461,GO:0044463,GO:0044464,GO:0071944"	K02420		"05VS8@bactNOG,0EVIY@cloNOG,0NNNX@firmNOG,COG1987@NOG"	05VS8|2.02655554104e-33|117.257972717	N	Flagellar biosynthetic protein fliq
WP_003517981.1	203119.Cthe_0483	2.10E-164	540.7	FLIR	"GO:0001539,GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006810,GO:0006928,GO:0006935,GO:0008104,GO:0008150,GO:0008565,GO:0009288,GO:0009425,GO:0009605,GO:0009987,GO:0015031,GO:0016020,GO:0022892,GO:0033036,GO:0040011,GO:0042221,GO:0042330,GO:0042995,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044461,GO:0044463,GO:0044464,GO:0044699,GO:0044763,GO:0045184,GO:0048870,GO:0050896,GO:0051179,GO:0051234,GO:0051674,GO:0071702,GO:0071944"	K02421		"05D19@bactNOG,0ESMH@cloNOG,0NI9Z@firmNOG,COG1684@NOG"	05D19|7.19832905935e-77|261.150360107	N	Role in flagellar biosynthesis (By similarity)
WP_003517982.1	203119.Cthe_0484	3.70E-256	844.3	FLHB	"GO:0005575,GO:0005623,GO:0005886,GO:0006928,GO:0006935,GO:0007610,GO:0007626,GO:0008150,GO:0009605,GO:0009987,GO:0016020,GO:0040011,GO:0042221,GO:0042330,GO:0044403,GO:0044419,GO:0044464,GO:0044699,GO:0044708,GO:0044763,GO:0050896,GO:0051701,GO:0051704,GO:0052116,GO:0052126,GO:0052127,GO:0052143,GO:0052192,GO:0052195,GO:0052216,GO:0052243,GO:0071944"	"K02401,K03229,K13820"		"05D00@bactNOG,0ENQS@cloNOG,0ND7Q@firmNOG,COG1377@NOG"	05D00|3.30356544799e-145|486.652191162	N	flagellar biosynthetic protein flhB
WP_003517983.1	203119.Cthe_0485	0	1417.1	FLHA	"GO:0001539,GO:0005575,GO:0005623,GO:0005886,GO:0006928,GO:0008150,GO:0009987,GO:0016020,GO:0040011,GO:0044464,GO:0044699,GO:0044763,GO:0048870,GO:0051179,GO:0051674,GO:0071944"	"K02400,K03230"		"05D7B@bactNOG,0EPTI@cloNOG,0NEE0@firmNOG,COG1298@NOG"	05D7B|6.15237481741e-270|900.256591797	N	Flagellar biosynthesis protein flha
WP_003517984.1	203119.Cthe_0486	1.20E-260	858.4	FLHF	"GO:0001539,GO:0003674,GO:0003824,GO:0003924,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006184,GO:0006195,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006928,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009164,GO:0009166,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009288,GO:0009987,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0034641,GO:0034655,GO:0040011,GO:0042278,GO:0042454,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046039,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0048870,GO:0051179,GO:0051674,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:1901068,GO:1901069,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	K02404		"05FZW@bactNOG,0ERZQ@cloNOG,0NFCS@firmNOG,COG1419@NOG"	05FZW|7.96318128191e-122|411.479858398	N	flagellar biosynthesis regulator FlhF
WP_003517985.1	203119.Cthe_0487	7.40E-193	631.9	FLHG	"GO:0001539,GO:0006928,GO:0008150,GO:0009987,GO:0040011,GO:0044699,GO:0044763,GO:0048870,GO:0051179,GO:0051674"	K04562		"07UT5@bactNOG,0ERST@cloNOG,0NH68@firmNOG,COG0455@NOG"	07UT5|6.91175202617e-111|372.951324463	D	site-determining protein
WP_003517986.1	203119.Cthe_0488	4.80E-147	479.4	PILZ				"05XEX@bactNOG,0EVBK@cloNOG,0NNNM@firmNOG,COG5581@NOG"	05XEX|2.03526343109e-60|206.817306519	U	type IV pilus assembly pilz
WP_003517987.1	203119.Cthe_0489	2.80E-231	762.1	CHEB	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K03412		"05CMP@bactNOG,0ENMY@cloNOG,0ND4S@firmNOG,COG2201@NOG"	05CMP|2.23838818603e-143|482.013366699	T	catalyzes the demethylation of specific methylglutamate residues introduced into the chemoreceptors (methyl-accepting chemotaxis proteins) by CheR (By similarity)
WP_003517988.1	203119.Cthe_0490	0	1468	CHEA	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0016020,GO:0044424,GO:0044464"	K03407		"05CBS@bactNOG,0EP11@cloNOG,0NDVY@firmNOG,COG0643@NOG"	0EP11|2.74618291628e-267|892.303649902	T	Chea signal transduction histidine kinase
WP_003517989.1	203119.Cthe_0491	6.50E-98	319.6	CHEW		K03408		"08RD3@bactNOG,0ETE3@cloNOG,0NIAG@firmNOG,COG0835@NOG"	08RD3|9.45288594885e-54|185.854354858	"N, T"	chew protein
WP_003517991.1	203119.Cthe_0493	7.80E-103	335.5	CHED	"GO:0006928,GO:0006935,GO:0007610,GO:0007626,GO:0008150,GO:0009605,GO:0009987,GO:0040011,GO:0042221,GO:0042330,GO:0044403,GO:0044419,GO:0044699,GO:0044708,GO:0044763,GO:0050896,GO:0051701,GO:0051704,GO:0052116,GO:0052126,GO:0052127,GO:0052143,GO:0052192,GO:0052195,GO:0052216,GO:0052243"	K03411		"08Z4W@bactNOG,0ET7T@cloNOG,0NJA8@firmNOG,COG1871@NOG"	08Z4W|1.28206214685e-50|175.622299194	"N, T"	"Probably deamidates glutamine residues to glutamate on methyl-accepting chemotaxis receptors (MCPs), playing an important role in chemotaxis (By similarity)"
WP_003517992.1	203119.Cthe_0494	3.80E-90	286.1					"06U3X@bactNOG,0F0HH@cloNOG,0NW31@firmNOG,0YMUU@NOG"	06U3X|1.68934674673e-66|225.174453735	S	NA
WP_003517993.1	720554.Clocl_1936	2.00E-137	451.9	FLIA		K02405		"05DN4@bactNOG,0ERYN@cloNOG,0NGM4@firmNOG,COG1191@NOG"	05DN4|3.36432783014e-101|342.826263428	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released (By similarity)
WP_003517994.1	203119.Cthe_0498	0	1182.2	POLYMERASE		K09749		"05FEG@bactNOG,0EQIR@cloNOG,0NDDZ@firmNOG,COG1315@NOG"	05FEG|1.67982699555e-146|490.131866455	L	PALM domain HD hydrolase domain and
WP_003517995.1	203119.Cthe_0499	5.90E-65	204					"077TK@bactNOG,0F2HW@cloNOG,0NYYV@firmNOG,0Z4U5@NOG"	077TK|2.75008605305e-43|149.446731567	S	NA
WP_003517996.1	203119.Cthe_0500	1.70E-123	397.5					"06T8I@bactNOG,0F041@cloNOG,0NVW2@firmNOG,0YKMW@NOG"	06T8I|5.26285868201e-82|277.499359131	S	NA
WP_003517997.1	203119.Cthe_0501	1.10E-134	437.5	YQZC				"068DG@bactNOG,0EX5K@cloNOG,0NRBK@firmNOG,0XVZA@NOG"	068DG|9.10976486438e-42|145.420669556	S	YceG-like family
WP_003518000.1	203119.Cthe_0503	4.30E-123	402	LIGT		K01975		"05M7V@bactNOG,0EVEA@cloNOG,0NKMW@firmNOG,COG1514@NOG"	05M7V|1.63107479716e-47|165.145614624	J	2'-5' rna ligase
WP_003518001.1	313612.L8106_16464	7.60E-56	183.8	CAPA		K07282		"05PNM@bactNOG,0FM3Y@cyaNOG,COG2843@NOG"	05PNM|4.95935444826e-104|351.597808838	M	synthesis protein
WP_003518002.1	203119.Cthe_0505	0	1708.3	PFLB	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K00656	PFL	"05C6N@bactNOG,0EP0J@cloNOG,0NDSG@firmNOG,COG1882@NOG"	05C6N|8.31701378746e-282|940.808532715	C	Formate acetyltransferase
WP_003518003.1	203119.Cthe_0506	1.30E-164	541.1	PFLA	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K04069		"05F1A@bactNOG,0ENWY@cloNOG,0NDHC@firmNOG,COG1180@NOG"	05F1A|7.26955530657e-96|325.283294678	O	Pyruvate formate-lyase
WP_003518004.1	203119.Cthe_0507	6.30E-142	462.6					"08N36@bactNOG,0EPYC@cloNOG,0NEFB@firmNOG,0XQA5@NOG"	08N36|3.39447634989e-63|216.74067688	L	exonuclease
WP_003518007.1	203119.Cthe_0509	8.80E-223	733.7	OADB		K01572		"05D9Q@bactNOG,0EP8B@cloNOG,0NDNY@firmNOG,COG1883@NOG"	05D9Q|1.15124023538e-169|568.349060059	C	decarboxylase (Beta subunit)
WP_003518008.1	203119.Cthe_0511	6.60E-291	954.9	PHOR		"K02484,K07636"		"05BZU@bactNOG,0ETYS@cloNOG,0NDAC@firmNOG,0XNMH@NOG"	0ETYS|2.89288307967e-164|551.692504883	T	Histidine kinase
WP_003518023.1	203119.Cthe_0146	0	1687.5	RNR	"GO:0000154,GO:0000175,GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004532,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008408,GO:0008997,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0016072,GO:0016556,GO:0016787,GO:0016788,GO:0016796,GO:0016896,GO:0022613,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:1901360"	"K01147,K12573,K12585"		"05C40@bactNOG,0ENZV@cloNOG,0NDEP@firmNOG,COG0557@NOG"	05C40|1.57380684541e-310|1036.06054688	K	3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs (By similarity)
WP_003518029.1	203119.Cthe_0150	3.20E-292	961.8	YQEV	"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016782,GO:0034470,GO:0034641,GO:0034660,GO:0035596,GO:0035598,GO:0035600,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050497,GO:0071704,GO:0090304,GO:1901360"	K18707		"05CIW@bactNOG,0EP9B@cloNOG,0NDI5@firmNOG,COG0621@NOG"	0EP9B|1.12821684022e-196|656.872375488	J	MiaB-like tRNA modifying enzyme
WP_003518031.1	720554.Clocl_1202	5.70E-169	551.5					"08FV3@bactNOG,0F6M2@cloNOG,0P5RZ@firmNOG,COG1453@NOG"	08FV3|3.51193165085e-152|508.789154053	C	Aldo Keto reductase
WP_003518034.1	203119.Cthe_0156	0	1428					"05CBE@bactNOG,0EP1C@cloNOG,0NDH6@firmNOG,COG1032@NOG"	05CBE|8.42002389016e-295|983.070861816	C	radical SAM domain protein
WP_003518046.1	203119.Cthe_0158	0	1039.8	CAFA	"GO:0000003,GO:0000910,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004540,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005856,GO:0005886,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0007049,GO:0008150,GO:0008152,GO:0008996,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016072,GO:0016787,GO:0016788,GO:0019954,GO:0022402,GO:0022613,GO:0030312,GO:0032505,GO:0034470,GO:0034641,GO:0034660,GO:0040007,GO:0042254,GO:0043093,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044763,GO:0046483,GO:0051301,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:0090305,GO:0097159,GO:1901360,GO:1901363"	"K08300,K08301"		"05C03@bactNOG,0EPIB@cloNOG,0NE7N@firmNOG,COG1530@NOG"	05C03|1.23203736938e-187|628.751342773	J	ribonuclease
WP_003518049.1	203119.Cthe_0163	4.20E-289	954.9	OBG	"GO:0000166,GO:0000287,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006184,GO:0006195,GO:0006464,GO:0006468,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007059,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009164,GO:0009166,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0016020,GO:0016043,GO:0016310,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019003,GO:0019439,GO:0019538,GO:0019637,GO:0019693,GO:0022607,GO:0022613,GO:0022618,GO:0030529,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032991,GO:0034622,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0036211,GO:0040007,GO:0042254,GO:0042255,GO:0042278,GO:0042454,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043412,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044267,GO:0044270,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046039,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046777,GO:0046872,GO:0055086,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0072521,GO:0072523,GO:0097159,GO:1901068,GO:1901069,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	K03979		"05C9R@bactNOG,0EPNR@cloNOG,0NDTZ@firmNOG,COG0536@NOG"	05C9R|4.95767836071e-180|602.852111816	C	"An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate (By similarity). It may play a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control"
WP_003518053.1	203119.Cthe_0173	4.60E-251	822.8					"05Q14@bactNOG,0EPF2@cloNOG,0NEPC@firmNOG,COG0644@NOG"	05Q14|1.26849678116e-136|457.808410645	C	FAD- dependent
WP_003518067.1	203119.Cthe_0187	3.90E-257	843.6	GERM		K06298		"08XJQ@bactNOG,0ESH6@cloNOG,0NH5H@firmNOG,COG5401@NOG"	08XJQ|1.04913088771e-103|349.711700439	S	germination protein
WP_003518069.1	203119.Cthe_0189	1.50E-132	435.4	RDGB	"GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009141,GO:0009143,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0019439,GO:0019637,GO:0034641,GO:0034655,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044710,GO:0046434,GO:0046483,GO:0046700,GO:0046872,GO:0047429,GO:0055086,GO:0071704,GO:1901292,GO:1901360,GO:1901361,GO:1901575"	"K02428,K03742"	"NTPP10,NTPP11,NTPP9"	"08V82@bactNOG,0ESNP@cloNOG,0NI88@firmNOG,COG0127@NOG"	08V82|2.43616455577e-87|296.573242188	F	"Pyrophosphatase that hydrolyzes non-canonical purine nucleotides such as XTP and ITP dITP to their respective monophosphate derivatives. Might exclude non-canonical purines from DNA precursor pool, thus preventing their incorporation into DNA and avoiding chromosomal lesions (By similarity)"
WP_003518070.1	203119.Cthe_0191	0	1344.4	BL01661	"GO:0003674,GO:0004857,GO:0004866,GO:0004867,GO:0008150,GO:0010466,GO:0010951,GO:0019222,GO:0030162,GO:0030234,GO:0030414,GO:0043086,GO:0044092,GO:0050789,GO:0050790,GO:0051246,GO:0051336,GO:0051346,GO:0052547,GO:0052548,GO:0060255,GO:0061134,GO:0061135,GO:0065007,GO:0065009,GO:0080090"	K13963		"07AFY@bactNOG,0EPJ2@cloNOG,0NH70@firmNOG,COG4826@NOG"	07AFY|1.50853276836e-145|488.725402832	O	proteinase inhibitor I4 serpin
