Protein_Accession	MD5	Seq_Len	Analysis	Signature_Accession	Signature_Descr	Start_location	Stop_location	Score (Eval)	Match	Date	InterPro_annot	InterPro_desc	GO_annot	Pathways_annot
WP_003515900.1	8de501912ce37d43f20136e9a3574c61	814	PRINTS	PR00830	Endopeptidase La (Lon) serine protease (S16) signature	711	729	2.00E-14	T	20-06-2018				
WP_003515900.1	8de501912ce37d43f20136e9a3574c61	814	PRINTS	PR00830	Endopeptidase La (Lon) serine protease (S16) signature	681	700	2.00E-14	T	20-06-2018				
WP_003515900.1	8de501912ce37d43f20136e9a3574c61	814	PRINTS	PR00830	Endopeptidase La (Lon) serine protease (S16) signature	651	670	2.00E-14	T	20-06-2018				
WP_003515900.1	8de501912ce37d43f20136e9a3574c61	814	PRINTS	PR00830	Endopeptidase La (Lon) serine protease (S16) signature	62	81	2.00E-14	T	20-06-2018				
WP_003515900.1	8de501912ce37d43f20136e9a3574c61	814	PANTHER	PTHR10046		22	792	2.40E-271	T	20-06-2018	IPR027065	Lon protease	GO:0004176|GO:0004252|GO:0005524|GO:0030163	
WP_003515900.1	8de501912ce37d43f20136e9a3574c61	814	Gene3D	G3DSA:3.40.50.300		18	130	0.096	T	20-06-2018				
WP_003515900.1	8de501912ce37d43f20136e9a3574c61	814	SUPERFAMILY	SSF54211		569	762	3.49E-35	T	20-06-2018	IPR020568	Ribosomal protein S5 domain 2-type fold		
WP_003515900.1	8de501912ce37d43f20136e9a3574c61	814	SUPERFAMILY	SSF52540		31	91	2.15E-16	T	20-06-2018	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
WP_003515900.1	8de501912ce37d43f20136e9a3574c61	814	SUPERFAMILY	SSF52540		311	565	2.15E-16	T	20-06-2018	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
WP_003515900.1	8de501912ce37d43f20136e9a3574c61	814	ProSiteProfiles	PS51786	Lon proteolytic domain profile.	567	762	32.935	T	20-06-2018	IPR008269	"Peptidase S16, Lon proteolytic domain"	GO:0004176|GO:0004252|GO:0006508	
WP_003515900.1	8de501912ce37d43f20136e9a3574c61	814	Coils	Coil		250	270	-	T	20-06-2018				
WP_003515900.1	8de501912ce37d43f20136e9a3574c61	814	Pfam	PF13654	AAA domain	26	544	5.00E-215	T	20-06-2018				
WP_003518881.1	4e9e3b682d62f0d08ffa46350ef63cd5	123	Pfam	PF01925	Sulfite exporter TauE/SafE	9	121	2.50E-25	T	20-06-2018	IPR002781	Transmembrane protein TauE-like	GO:0016021	
WP_003518881.1	4e9e3b682d62f0d08ffa46350ef63cd5	123	PANTHER	PTHR43701		10	123	1.40E-25	T	20-06-2018				
WP_003518074.1	c23e4a430afec8597e32d7b831a8d1c5	97	Pfam	PF08281	"Sigma-70, region 4"	12	49	5.60E-08	T	20-06-2018	IPR013249	"RNA polymerase sigma factor 70, region 4 type 2"	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003518074.1	c23e4a430afec8597e32d7b831a8d1c5	97	SUPERFAMILY	SSF88659		11	49	1.31E-06	T	20-06-2018	IPR013324	"RNA polymerase sigma factor, region 3/4"	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003518074.1	c23e4a430afec8597e32d7b831a8d1c5	97	Gene3D	G3DSA:1.10.10.10		3	93	2.40E-08	T	20-06-2018	IPR036388	Winged helix-like DNA-binding domain superfamily		
WP_003512155.1	1abe66ca5c88500026b0eb9680ba04f2	345	Pfam	PF08545	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III	124	202	8.10E-13	T	20-06-2018	IPR013751	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III	GO:0004315|GO:0006633	KEGG: 00061+2.3.1.180|MetaCyc: PWY-4381
WP_003512155.1	1abe66ca5c88500026b0eb9680ba04f2	345	Pfam	PF08541	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal	256	345	4.30E-21	T	20-06-2018	IPR013747	"3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III, C-terminal"		KEGG: 00061+2.3.1.180|MetaCyc: PWY-4381
WP_003512155.1	1abe66ca5c88500026b0eb9680ba04f2	345	CDD	cd00830	KAS_III	18	343	2.51E-99	T	20-06-2018				
WP_003512155.1	1abe66ca5c88500026b0eb9680ba04f2	345	PANTHER	PTHR34069		18	345	7.10E-53	T	20-06-2018				
WP_003512155.1	1abe66ca5c88500026b0eb9680ba04f2	345	SUPERFAMILY	SSF53901		17	345	5.77E-44	T	20-06-2018	IPR016039	Thiolase-like	GO:0003824|GO:0008152	
WP_003512155.1	1abe66ca5c88500026b0eb9680ba04f2	345	Gene3D	G3DSA:3.40.47.10		185	345	1.10E-23	T	20-06-2018	IPR016039	Thiolase-like	GO:0003824|GO:0008152	
WP_003512155.1	1abe66ca5c88500026b0eb9680ba04f2	345	PANTHER	PTHR34069:SF2		18	345	7.10E-53	T	20-06-2018				
WP_003512155.1	1abe66ca5c88500026b0eb9680ba04f2	345	Gene3D	G3DSA:3.40.47.10		18	184	7.50E-28	T	20-06-2018	IPR016039	Thiolase-like	GO:0003824|GO:0008152	
WP_080514902.1	ced96b7efa0188207703b087a730e8c6	310	Gene3D	G3DSA:3.65.10.10		111	310	1.60E-42	T	20-06-2018	IPR036968	Enolpyruvate transferase domain superfamily	GO:0016765	
WP_080514902.1	ced96b7efa0188207703b087a730e8c6	310	TIGRFAM	TIGR01072	murA: UDP-N-acetylglucosamine 1-carboxyvinyltransferase	1	308	5.00E-123	T	20-06-2018	IPR005750	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	GO:0008760|GO:0019277	KEGG: 00520+2.5.1.7|KEGG: 00550+2.5.1.7|MetaCyc: PWY-6386|MetaCyc: PWY-6387
WP_080514902.1	ced96b7efa0188207703b087a730e8c6	310	PANTHER	PTHR43783		3	308	6.70E-112	T	20-06-2018				
WP_080514902.1	ced96b7efa0188207703b087a730e8c6	310	Pfam	PF00275	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)	4	299	8.60E-71	T	20-06-2018	IPR001986	Enolpyruvate transferase domain	GO:0016765	
WP_080514902.1	ced96b7efa0188207703b087a730e8c6	310	CDD	cd01555	UdpNAET	1	302	5.13E-155	T	20-06-2018	IPR005750	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	GO:0008760|GO:0019277	KEGG: 00520+2.5.1.7|KEGG: 00550+2.5.1.7|MetaCyc: PWY-6386|MetaCyc: PWY-6387
WP_080514902.1	ced96b7efa0188207703b087a730e8c6	310	Gene3D	G3DSA:3.65.10.10		1	110	1.10E-24	T	20-06-2018	IPR036968	Enolpyruvate transferase domain superfamily	GO:0016765	
WP_080514902.1	ced96b7efa0188207703b087a730e8c6	310	SUPERFAMILY	SSF55205		2	308	6.05E-99	T	20-06-2018	IPR013792	"RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta"	GO:0003824	
WP_003514562.1	c30f76897fd02b46d9f057b14b2ff404	511	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	23	6	T	20-06-2018				
WP_003514562.1	c30f76897fd02b46d9f057b14b2ff404	511	CDD	cd14256	Dockerin_I	36	92	1.12E-21	T	20-06-2018				
WP_003514562.1	c30f76897fd02b46d9f057b14b2ff404	511	Gene3D	G3DSA:1.10.1330.10		34	103	5.40E-06	T	20-06-2018				
WP_003514562.1	c30f76897fd02b46d9f057b14b2ff404	511	SUPERFAMILY	SSF52266		97	135	5.50E-19	T	20-06-2018	IPR036514	SGNH hydrolase superfamily		
WP_003514562.1	c30f76897fd02b46d9f057b14b2ff404	511	SUPERFAMILY	SSF52266		241	372	5.50E-19	T	20-06-2018	IPR036514	SGNH hydrolase superfamily		
WP_003514562.1	c30f76897fd02b46d9f057b14b2ff404	511	ProSiteProfiles	PS51766	Dockerin domain profile.	32	100	25.013	T	20-06-2018	IPR016134	Dockerin domain	GO:0000272	
WP_003514562.1	c30f76897fd02b46d9f057b14b2ff404	511	Pfam	PF03629	"Carbohydrate esterase, sialic acid-specific acetylesterase"	247	371	8.90E-07	T	20-06-2018	IPR005181	Sialate O-acetylesterase domain		
WP_003514562.1	c30f76897fd02b46d9f057b14b2ff404	511	ProSitePatterns	PS00018	EF-hand calcium-binding domain.	72	84	-	T	20-06-2018	IPR018247	"EF-Hand 1, calcium-binding site"		
WP_003514562.1	c30f76897fd02b46d9f057b14b2ff404	511	SUPERFAMILY	SSF63446		35	101	4.32E-18	T	20-06-2018	IPR036439	Dockerin domain superfamily	GO:0000272	
WP_003514562.1	c30f76897fd02b46d9f057b14b2ff404	511	Pfam	PF00404	Dockerin type I repeat	72	92	6.30E-05	T	20-06-2018	IPR002105	Dockerin type I repeat	GO:0000272|GO:0004553	
WP_003514562.1	c30f76897fd02b46d9f057b14b2ff404	511	Pfam	PF00404	Dockerin type I repeat	38	58	2.70E-06	T	20-06-2018	IPR002105	Dockerin type I repeat	GO:0000272|GO:0004553	
WP_003514562.1	c30f76897fd02b46d9f057b14b2ff404	511	Gene3D	G3DSA:3.40.50.1110		114	394	7.70E-17	T	20-06-2018	IPR036514	SGNH hydrolase superfamily		
WP_003515439.1	406496f32e7e1ea6f6d628cce8a73974	374	Gene3D	G3DSA:3.40.50.2000		183	355	1.50E-44	T	20-06-2018				
WP_003515439.1	406496f32e7e1ea6f6d628cce8a73974	374	Pfam	PF00534	Glycosyl transferases group 1	184	347	3.20E-36	T	20-06-2018	IPR001296	"Glycosyl transferase, family 1"		
WP_003515439.1	406496f32e7e1ea6f6d628cce8a73974	374	Gene3D	G3DSA:3.40.50.2000		14	182	1.20E-17	T	20-06-2018				
WP_003515439.1	406496f32e7e1ea6f6d628cce8a73974	374	PANTHER	PTHR12526:SF518		72	357	1.90E-24	T	20-06-2018				
WP_003515439.1	406496f32e7e1ea6f6d628cce8a73974	374	CDD	cd03801	GT1_YqgM_like	7	365	2.38E-79	T	20-06-2018				
WP_003515439.1	406496f32e7e1ea6f6d628cce8a73974	374	Pfam	PF13439	Glycosyltransferase Family 4	18	172	2.50E-20	T	20-06-2018	IPR028098	"Glycosyltransferase subfamily 4-like, N-terminal domain"		Reactome: R-HSA-446193|Reactome: R-HSA-4549349
WP_003515439.1	406496f32e7e1ea6f6d628cce8a73974	374	PANTHER	PTHR12526		72	357	1.90E-24	T	20-06-2018				
WP_003515439.1	406496f32e7e1ea6f6d628cce8a73974	374	SUPERFAMILY	SSF53756		15	372	1.14E-78	T	20-06-2018				
WP_003517159.1	397ae82ab844080678e56eaef5e5f594	167	CDD	cd16416	HAD_BsYqeG-like	29	136	1.23E-43	T	20-06-2018				
WP_003517159.1	397ae82ab844080678e56eaef5e5f594	167	TIGRFAM	TIGR01549	"HAD-SF-IA-v1: HAD hydrolase, family IA, variant 1"	58	129	1.10E-05	T	20-06-2018	IPR006439	"HAD hydrolase, subfamily IA"	GO:0008152|GO:0016787	
WP_003517159.1	397ae82ab844080678e56eaef5e5f594	167	TIGRFAM	TIGR01668	"YqeG_hyp_ppase: HAD phosphatase, family IIIA"	5	159	4.50E-38	T	20-06-2018	IPR010021	"HAD-superfamily phosphatase, YqeG-like"		
WP_003517159.1	397ae82ab844080678e56eaef5e5f594	167	Gene3D	G3DSA:3.40.50.1000		6	37	0.17	T	20-06-2018	IPR023214	HAD superfamily		
WP_003517159.1	397ae82ab844080678e56eaef5e5f594	167	PANTHER	PTHR19288:SF53		1	167	6.10E-47	T	20-06-2018				
WP_003517159.1	397ae82ab844080678e56eaef5e5f594	167	SUPERFAMILY	SSF56784		7	137	1.02E-21	T	20-06-2018	IPR036412	HAD-like superfamily		
WP_003517159.1	397ae82ab844080678e56eaef5e5f594	167	Gene3D	G3DSA:3.40.50.1000		38	152	4.90E-18	T	20-06-2018	IPR023214	HAD superfamily		
WP_003517159.1	397ae82ab844080678e56eaef5e5f594	167	PANTHER	PTHR19288		1	167	6.10E-47	T	20-06-2018				
WP_003517159.1	397ae82ab844080678e56eaef5e5f594	167	TIGRFAM	TIGR01662	"HAD-SF-IIIA: HAD hydrolase, family IIIA"	28	138	6.50E-18	T	20-06-2018	IPR006549	"HAD-superfamily hydrolase,subfamily IIIA"		Reactome: R-HSA-5649702
WP_003517159.1	397ae82ab844080678e56eaef5e5f594	167	Pfam	PF09419	Mitochondrial PGP phosphatase	4	135	1.40E-12	T	20-06-2018	IPR027706	Mitochondrial PGP phosphatase		KEGG: 00564+3.1.3.27|MetaCyc: PWY-5269|MetaCyc: PWY-5668|MetaCyc: PWY-7817
WP_003516223.1	07a42311fb70ac630799aa08c6df0de2	124	Gene3D	G3DSA:3.60.90.10		1	122	1.40E-47	T	20-06-2018	IPR016067	"S-adenosylmethionine decarboxylase, core"	GO:0004014|GO:0008295	KEGG: 00270+4.1.1.50|KEGG: 00330+4.1.1.50|MetaCyc: PWY-6834|Reactome: R-HSA-351202
WP_003516223.1	07a42311fb70ac630799aa08c6df0de2	124	PANTHER	PTHR33866:SF2		2	117	9.60E-50	T	20-06-2018				
WP_003516223.1	07a42311fb70ac630799aa08c6df0de2	124	Hamap	MF_00464	S-adenosylmethionine decarboxylase proenzyme [speH].	1	117	33.93	T	20-06-2018	IPR017716	S-adenosylmethionine decarboxylase proenzyme	GO:0004014|GO:0008295	KEGG: 00270+4.1.1.50|KEGG: 00330+4.1.1.50|MetaCyc: PWY-6834
WP_003516223.1	07a42311fb70ac630799aa08c6df0de2	124	Pfam	PF02675	S-adenosylmethionine decarboxylase	7	113	2.10E-43	T	20-06-2018	IPR003826	"S-adenosylmethionine decarboxylase family, prokaryotic"	GO:0004014|GO:0008295	KEGG: 00270+4.1.1.50|KEGG: 00330+4.1.1.50|MetaCyc: PWY-6834
WP_003516223.1	07a42311fb70ac630799aa08c6df0de2	124	TIGRFAM	TIGR03330	SAM_DCase_Bsu: S-adenosylmethionine decarboxylase proenzyme	3	113	1.40E-47	T	20-06-2018	IPR017716	S-adenosylmethionine decarboxylase proenzyme	GO:0004014|GO:0008295	KEGG: 00270+4.1.1.50|KEGG: 00330+4.1.1.50|MetaCyc: PWY-6834
WP_003516223.1	07a42311fb70ac630799aa08c6df0de2	124	PANTHER	PTHR33866		2	117	9.60E-50	T	20-06-2018	IPR003826	"S-adenosylmethionine decarboxylase family, prokaryotic"	GO:0004014|GO:0008295	KEGG: 00270+4.1.1.50|KEGG: 00330+4.1.1.50|MetaCyc: PWY-6834
WP_003516223.1	07a42311fb70ac630799aa08c6df0de2	124	SUPERFAMILY	SSF56276		3	117	5.49E-47	T	20-06-2018	IPR016067	"S-adenosylmethionine decarboxylase, core"	GO:0004014|GO:0008295	KEGG: 00270+4.1.1.50|KEGG: 00330+4.1.1.50|MetaCyc: PWY-6834|Reactome: R-HSA-351202
WP_003513932.1	1f489aae24ef887f2be4d80e6deb87c8	297	Gene3D	G3DSA:3.50.50.60		209	296	4.30E-08	T	20-06-2018	IPR036188	FAD/NAD(P)-binding domain superfamily		
WP_003513932.1	1f489aae24ef887f2be4d80e6deb87c8	297	Pfam	PF07992	Pyridine nucleotide-disulphide oxidoreductase	2	276	6.60E-31	T	20-06-2018	IPR023753	FAD/NAD(P)-binding domain	GO:0016491|GO:0055114	
WP_003513932.1	1f489aae24ef887f2be4d80e6deb87c8	297	Gene3D	G3DSA:3.50.50.60		1	122	7.50E-14	T	20-06-2018	IPR036188	FAD/NAD(P)-binding domain superfamily		
WP_003513932.1	1f489aae24ef887f2be4d80e6deb87c8	297	PANTHER	PTHR42863		2	289	9.10E-65	T	20-06-2018				
WP_003513932.1	1f489aae24ef887f2be4d80e6deb87c8	297	PRINTS	PR00469	Pyridine nucleotide disulphide reductase class-II signature	55	65	4.30E-36	T	20-06-2018	IPR000103	"Pyridine nucleotide-disulphide oxidoreductase, class-II"	GO:0016491|GO:0055114	
WP_003513932.1	1f489aae24ef887f2be4d80e6deb87c8	297	PRINTS	PR00469	Pyridine nucleotide disulphide reductase class-II signature	121	133	4.30E-36	T	20-06-2018	IPR000103	"Pyridine nucleotide-disulphide oxidoreductase, class-II"	GO:0016491|GO:0055114	
WP_003513932.1	1f489aae24ef887f2be4d80e6deb87c8	297	PRINTS	PR00469	Pyridine nucleotide disulphide reductase class-II signature	136	160	4.30E-36	T	20-06-2018	IPR000103	"Pyridine nucleotide-disulphide oxidoreductase, class-II"	GO:0016491|GO:0055114	
WP_003513932.1	1f489aae24ef887f2be4d80e6deb87c8	297	PRINTS	PR00469	Pyridine nucleotide disulphide reductase class-II signature	99	107	4.30E-36	T	20-06-2018	IPR000103	"Pyridine nucleotide-disulphide oxidoreductase, class-II"	GO:0016491|GO:0055114	
WP_003513932.1	1f489aae24ef887f2be4d80e6deb87c8	297	PRINTS	PR00469	Pyridine nucleotide disulphide reductase class-II signature	3	25	4.30E-36	T	20-06-2018	IPR000103	"Pyridine nucleotide-disulphide oxidoreductase, class-II"	GO:0016491|GO:0055114	
WP_003513932.1	1f489aae24ef887f2be4d80e6deb87c8	297	PRINTS	PR00469	Pyridine nucleotide disulphide reductase class-II signature	34	49	4.30E-36	T	20-06-2018	IPR000103	"Pyridine nucleotide-disulphide oxidoreductase, class-II"	GO:0016491|GO:0055114	
WP_003513932.1	1f489aae24ef887f2be4d80e6deb87c8	297	PRINTS	PR00469	Pyridine nucleotide disulphide reductase class-II signature	251	269	4.30E-36	T	20-06-2018	IPR000103	"Pyridine nucleotide-disulphide oxidoreductase, class-II"	GO:0016491|GO:0055114	
WP_003513932.1	1f489aae24ef887f2be4d80e6deb87c8	297	PRINTS	PR00368	FAD-dependent pyridine nucleotide reductase signature	241	263	2.90E-22	T	20-06-2018				
WP_003513932.1	1f489aae24ef887f2be4d80e6deb87c8	297	PRINTS	PR00368	FAD-dependent pyridine nucleotide reductase signature	4	23	2.90E-22	T	20-06-2018				
WP_003513932.1	1f489aae24ef887f2be4d80e6deb87c8	297	PRINTS	PR00368	FAD-dependent pyridine nucleotide reductase signature	98	116	2.90E-22	T	20-06-2018				
WP_003513932.1	1f489aae24ef887f2be4d80e6deb87c8	297	PRINTS	PR00368	FAD-dependent pyridine nucleotide reductase signature	140	158	2.90E-22	T	20-06-2018				
WP_003513932.1	1f489aae24ef887f2be4d80e6deb87c8	297	Gene3D	G3DSA:3.50.50.60		123	208	6.80E-12	T	20-06-2018	IPR036188	FAD/NAD(P)-binding domain superfamily		
WP_003513932.1	1f489aae24ef887f2be4d80e6deb87c8	297	SUPERFAMILY	SSF51905		2	290	1.49E-36	T	20-06-2018	IPR036188	FAD/NAD(P)-binding domain superfamily		
WP_003511872.1	e98cd89a6cbf088474ee6f54809b5c88	309	Gene3D	G3DSA:1.25.40.20		147	297	1.70E-08	T	20-06-2018	IPR036770	Ankyrin repeat-containing domain superfamily		
WP_003511872.1	e98cd89a6cbf088474ee6f54809b5c88	309	SUPERFAMILY	SSF48403		46	226	2.09E-19	T	20-06-2018	IPR036770	Ankyrin repeat-containing domain superfamily		
WP_003511872.1	e98cd89a6cbf088474ee6f54809b5c88	309	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	24	7	T	20-06-2018				
WP_003511872.1	e98cd89a6cbf088474ee6f54809b5c88	309	ProSiteProfiles	PS50297	Ankyrin repeat region circular profile.	51	214	17.051	T	20-06-2018	IPR020683	Ankyrin repeat-containing domain		
WP_003511872.1	e98cd89a6cbf088474ee6f54809b5c88	309	CDD	cd00204	ANK	80	214	7.73E-19	T	20-06-2018	IPR020683	Ankyrin repeat-containing domain		
WP_003511872.1	e98cd89a6cbf088474ee6f54809b5c88	309	Gene3D	G3DSA:1.25.40.20		36	146	6.10E-17	T	20-06-2018	IPR036770	Ankyrin repeat-containing domain superfamily		
WP_003511872.1	e98cd89a6cbf088474ee6f54809b5c88	309	Pfam	PF12796	Ankyrin repeats (3 copies)	100	191	1.40E-07	T	20-06-2018	IPR020683	Ankyrin repeat-containing domain		
WP_003511872.1	e98cd89a6cbf088474ee6f54809b5c88	309	ProSiteProfiles	PS50088	Ankyrin repeat profile.	115	155	8.87	T	20-06-2018	IPR002110	Ankyrin repeat	GO:0005515	
WP_003511872.1	e98cd89a6cbf088474ee6f54809b5c88	309	PANTHER	PTHR44181		163	214	9.40E-16	T	20-06-2018				
WP_003511872.1	e98cd89a6cbf088474ee6f54809b5c88	309	PANTHER	PTHR44181		51	153	9.40E-16	T	20-06-2018				
WP_003511872.1	e98cd89a6cbf088474ee6f54809b5c88	309	SMART	SM00248		81	110	2.1	T	20-06-2018	IPR002110	Ankyrin repeat	GO:0005515	
WP_003511872.1	e98cd89a6cbf088474ee6f54809b5c88	309	SMART	SM00248		115	152	0.0027	T	20-06-2018	IPR002110	Ankyrin repeat	GO:0005515	
WP_003514855.1	603c35d01aa771615d5b3239281b4f03	636	PRINTS	PR01434	NADH-ubiquinone oxidoreductase chain 5 signature	288	314	6.00E-27	T	20-06-2018				
WP_003514855.1	603c35d01aa771615d5b3239281b4f03	636	PRINTS	PR01434	NADH-ubiquinone oxidoreductase chain 5 signature	122	147	6.00E-27	T	20-06-2018				
WP_003514855.1	603c35d01aa771615d5b3239281b4f03	636	PRINTS	PR01434	NADH-ubiquinone oxidoreductase chain 5 signature	355	367	6.00E-27	T	20-06-2018				
WP_003514855.1	603c35d01aa771615d5b3239281b4f03	636	PRINTS	PR01434	NADH-ubiquinone oxidoreductase chain 5 signature	266	287	6.00E-27	T	20-06-2018				
WP_003514855.1	603c35d01aa771615d5b3239281b4f03	636	Pfam	PF00361	Proton-conducting membrane transporter	181	459	1.80E-50	T	20-06-2018	IPR001750	"NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit"		Reactome: R-HSA-611105|Reactome: R-HSA-6799198
WP_003514855.1	603c35d01aa771615d5b3239281b4f03	636	Pfam	PF00662	"NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus"	105	164	4.20E-11	T	20-06-2018	IPR001516	"NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminal"		Reactome: R-HSA-611105|Reactome: R-HSA-6799198
WP_003519087.1	9b13145ec6bb31cf32bbe98ae234672b	127	PANTHER	PTHR42912		64	127	6.20E-43	T	20-06-2018				
WP_003519087.1	9b13145ec6bb31cf32bbe98ae234672b	127	SUPERFAMILY	SSF53335		18	74	1.62E-05	T	20-06-2018	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase		
WP_003519087.1	9b13145ec6bb31cf32bbe98ae234672b	127	PANTHER	PTHR42912:SF6		2	63	6.20E-43	T	20-06-2018				
WP_003519087.1	9b13145ec6bb31cf32bbe98ae234672b	127	PANTHER	PTHR42912:SF6		64	127	6.20E-43	T	20-06-2018				
WP_003519087.1	9b13145ec6bb31cf32bbe98ae234672b	127	PANTHER	PTHR42912		2	63	6.20E-43	T	20-06-2018				
WP_003520857.1	01e844c2fd049316c63aa3ada46764b7	200	Coils	Coil		26	53	-	T	20-06-2018				
WP_003520857.1	01e844c2fd049316c63aa3ada46764b7	200	Pfam	PF13490	Putative zinc-finger	3	37	5.20E-06	T	20-06-2018	IPR027383	Putative zinc-finger		
WP_003516261.1	c7130ecfa2fec51a15d486cecc0ba31d	373	Gene3D	G3DSA:1.20.1600.10		28	136	5.80E-07	T	20-06-2018				
WP_003516261.1	c7130ecfa2fec51a15d486cecc0ba31d	373	SUPERFAMILY	SSF56954		41	116	7.98E-05	T	20-06-2018				
WP_003516261.1	c7130ecfa2fec51a15d486cecc0ba31d	373	SUPERFAMILY	SSF51261		163	372	4.55E-60	T	20-06-2018	IPR011055	Duplicated hybrid motif		
WP_003516261.1	c7130ecfa2fec51a15d486cecc0ba31d	373	Gene3D	G3DSA:2.70.70.10		196	373	3.80E-46	T	20-06-2018				
WP_003516261.1	c7130ecfa2fec51a15d486cecc0ba31d	373	Coils	Coil		25	108	-	T	20-06-2018				
WP_003516261.1	c7130ecfa2fec51a15d486cecc0ba31d	373	Coils	Coil		190	224	-	T	20-06-2018				
WP_003516261.1	c7130ecfa2fec51a15d486cecc0ba31d	373	Pfam	PF01551	Peptidase family M23	274	368	1.80E-33	T	20-06-2018	IPR016047	Peptidase M23		
WP_003516261.1	c7130ecfa2fec51a15d486cecc0ba31d	373	PANTHER	PTHR21666		250	369	1.70E-39	T	20-06-2018				
WP_003516261.1	c7130ecfa2fec51a15d486cecc0ba31d	373	PANTHER	PTHR21666		71	210	1.70E-39	T	20-06-2018				
WP_003517774.1	7ae19f63e6892ea43491d91d8721a647	584	SUPERFAMILY	SSF54913		469	583	1.18E-34	T	20-06-2018	IPR011322	"Nitrogen regulatory PII-like, alpha/beta"		
WP_003517774.1	7ae19f63e6892ea43491d91d8721a647	584	ProSitePatterns	PS00638	P-II protein C-terminal region signature.	551	564	-	T	20-06-2018	IPR017918	"Nitrogen regulatory protein PII, conserved site"	GO:0006808|GO:0030234	
WP_003517774.1	7ae19f63e6892ea43491d91d8721a647	584	PANTHER	PTHR11730:SF6		3	448	4.00E-142	T	20-06-2018				
WP_003517774.1	7ae19f63e6892ea43491d91d8721a647	584	Gene3D	G3DSA:3.30.70.120		455	577	2.50E-38	T	20-06-2018	IPR015867	"Nitrogen regulatory protein PII/ATP phosphoribosyltransferase, C-terminal"		
WP_003517774.1	7ae19f63e6892ea43491d91d8721a647	584	SUPERFAMILY	SSF111352		7	396	2.75E-115	T	20-06-2018	IPR029020	Ammonium/urea transporter		
WP_003517774.1	7ae19f63e6892ea43491d91d8721a647	584	SMART	SM00938		472	573	5.10E-43	T	20-06-2018	IPR002187	Nitrogen regulatory protein PII	GO:0006808|GO:0030234	
WP_003517774.1	7ae19f63e6892ea43491d91d8721a647	584	ProSiteProfiles	PS51343	P-II protein family profile.	469	580	36.21	T	20-06-2018	IPR002187	Nitrogen regulatory protein PII	GO:0006808|GO:0030234	
WP_003517774.1	7ae19f63e6892ea43491d91d8721a647	584	Pfam	PF00909	Ammonium Transporter Family	10	415	4.10E-121	T	20-06-2018	IPR024041	Ammonium transporter AmtB-like domain	GO:0008519|GO:0015696|GO:0016020	
WP_003517774.1	7ae19f63e6892ea43491d91d8721a647	584	PANTHER	PTHR11730		3	448	4.00E-142	T	20-06-2018				
WP_003517774.1	7ae19f63e6892ea43491d91d8721a647	584	Pfam	PF00543	Nitrogen regulatory protein P-II	472	573	8.90E-30	T	20-06-2018	IPR002187	Nitrogen regulatory protein PII	GO:0006808|GO:0030234	
WP_003517774.1	7ae19f63e6892ea43491d91d8721a647	584	Gene3D	G3DSA:1.10.3430.10		1	396	2.10E-127	T	20-06-2018	IPR029020	Ammonium/urea transporter		
WP_003517774.1	7ae19f63e6892ea43491d91d8721a647	584	PRINTS	PR00340	P-II protein signature	551	571	6.10E-23	T	20-06-2018	IPR002187	Nitrogen regulatory protein PII	GO:0006808|GO:0030234	
WP_003517774.1	7ae19f63e6892ea43491d91d8721a647	584	PRINTS	PR00340	P-II protein signature	520	543	6.10E-23	T	20-06-2018	IPR002187	Nitrogen regulatory protein PII	GO:0006808|GO:0030234	
WP_003517774.1	7ae19f63e6892ea43491d91d8721a647	584	PRINTS	PR00340	P-II protein signature	491	509	6.10E-23	T	20-06-2018	IPR002187	Nitrogen regulatory protein PII	GO:0006808|GO:0030234	
WP_003517774.1	7ae19f63e6892ea43491d91d8721a647	584	TIGRFAM	TIGR00836	amt: ammonium transporter	8	415	2.50E-129	T	20-06-2018	IPR001905	Ammonium transporter	GO:0008519|GO:0016020|GO:0072488	
WP_003515844.1	a30b1cdf8cd69d0ccd259ca6a6fe1965	423	PIRSF	PIRSF000505		1	423	7.80E-97	T	20-06-2018	IPR006264	3-phosphoshikimate 1-carboxyvinyltransferase	GO:0003866|GO:0009073	KEGG: 00400+2.5.1.19|MetaCyc: PWY-6163
